dispatch_id,timestamp,plant_id,route_id,vehicle_id,sku,qty_dispatched,retailer_id,dispatch_delay_minutes,hour,dayofweek,is_weekend,abs_delay,is_delayed_15,route_id_mean_7D,route_id_median_7D,route_id_std_7D,route_id_count_7D,route_id_mean_30D,route_id_median_30D,route_id_std_30D,route_id_count_30D,plant_id_mean_7D,plant_id_median_7D,plant_id_std_7D,plant_id_count_7D,plant_id_mean_30D,plant_id_median_30D,plant_id_std_30D,plant_id_count_30D,route_id_mean,route_id_std,route_id_zscore,if_score,if_anomaly,delay_zscore,z_anomaly
DSP_111022,2025-04-22 19:24:03,Shepperton_Plant,RT_065,TRUCK_076,High Energy Brown,488,STORE_087,8.0,19.0,Tuesday,False,8.0,False,37.0,37.0,0.0,1,37.0,37.0,0.0,1,22.01923076923077,26.5,16.47873303788664,52,22.01923076923077,26.5,16.47873303788664,52,17.137777777777778,16.09579704580306,-0.5677120400918841,0.15557742785353956,True,-0.5743219089426678,False
DSP_109353,2025-02-21 20:03:53,Shepperton_Plant,RT_069,TRUCK_028,High Energy White,119,STORE_102,25.0,20.0,Friday,False,25.0,True,,,,0,,,,0,,,,0,,,,0,18.768558951965066,15.019684981695196,0.4148849363771159,0.15369362724431923,True,0.49679376057741903,False
DSP_114897,2025-07-16 03:09:37,Shepperton_Plant,RT_050,TRUCK_043,High Energy White,125,STORE_006,5.0,3.0,Wednesday,False,5.0,False,,,,0,,,,0,,,,0,,,,0,16.502392344497608,15.763310737374246,-0.7296939415922219,0.1528755744009721,True,-0.7633423212109184,False
DSP_106641,2025-02-16 09:08:44,Shepperton_Plant,RT_039,TRUCK_022,Family Loaf,335,STORE_044,35.0,9.0,Sunday,True,35.0,True,,,,0,,,,0,,,,0,,,,0,14.311688311688311,16.334753354036618,1.2665212164467257,0.1527317205172557,True,1.1268618014715879,False
DSP_114439,2025-06-11 00:47:43,Shepperton_Plant,RT_027,TRUCK_083,Family Loaf,298,STORE_110,-8.0,0.0,Wednesday,False,8.0,False,12.0,12.0,0.0,1,12.0,12.0,0.0,1,21.90909090909091,30.0,18.907429996985552,11,21.90909090909091,30.0,18.907429996985552,11,16.414414414414413,15.277504515648939,-1.5980629813858946,0.15265545967176075,True,-1.5824307743733377,False
DSP_114370,2025-04-21 02:49:14,Shepperton_Plant,RT_022,TRUCK_069,Family Loaf,215,STORE_090,39.0,2.0,Monday,False,39.0,True,,,,0,,,,0,,,,0,,,,0,17.390041493775932,15.923428245249344,1.3571172095224697,0.15203680086748472,True,1.3788890178292552,False
DSP_113885,2025-04-06 11:21:32,Shepperton_Plant,RT_039,TRUCK_069,Seed Loaf,246,STORE_052,21.0,11.0,Sunday,True,21.0,True,36.5,36.5,4.949747468305833,2,36.5,36.5,4.949747468305833,2,21.375,31.5,21.152085341301795,8,21.375,31.5,21.152085341301795,8,14.311688311688311,16.334753354036618,0.40945287286256354,0.15132176667315778,True,0.24476654421975155,False
DSP_104084,2025-01-11 07:46:55,Shepperton_Plant,RT_041,TRUCK_034,Family Loaf,174,STORE_139,-8.0,7.0,Saturday,True,8.0,False,,,,0,,,,0,,,,0,,,,0,17.261061946902654,15.429207129500675,-1.6372235938555424,0.15110186456147,True,-1.5824307743733377,False
DSP_113904,2025-07-28 02:16:59,Shepperton_Plant,RT_055,TRUCK_013,Seed Loaf,254,STORE_075,-10.0,2.0,Monday,False,10.0,False,,,,0,,,,0,,,,0,,,,0,16.15546218487395,16.30294010645312,-1.6043401996257687,0.1509796661715902,True,-1.7084443825521716,False
DSP_103053,2025-01-12 09:22:36,Willowvale_Plant,RT_030,TRUCK_063,Wholegrain Brown,454,STORE_140,21.0,9.0,Sunday,True,21.0,True,,,,0,,,,0,,,,0,,,,0,17.86234817813765,14.92682964477497,0.21020215923484203,0.150674756986652,True,0.24476654421975155,False
DSP_103544,2025-03-07 08:34:55,Shepperton_Plant,RT_003,TRUCK_081,Whole Wheat,124,STORE_175,-3.0,8.0,Friday,False,3.0,False,,,,0,,,,0,,,,0,,,,0,16.86864406779661,16.44474021402636,-1.208206624684157,0.15003785422955607,True,-1.2673967539262534,False
DSP_106057,2025-01-09 00:37:44,Willowvale_Plant,RT_028,TRUCK_018,Soft White,275,STORE_025,3.0,0.0,Thursday,False,3.0,False,,,,0,,,,0,,,,0,,,,0,14.97069597069597,15.431271435522905,-0.7757426872253271,0.14980048668569312,True,-0.8893559293897522,False
DSP_112076,2025-02-17 19:01:35,Willowvale_Plant,RT_027,TRUCK_006,Soft White,282,STORE_190,6.0,19.0,Monday,False,6.0,False,,,,0,,,,0,,,,0,,,,0,16.414414414414413,15.277504515648939,-0.6816829544214369,0.1495433585907151,True,-0.7003355171215015,False
DSP_112576,2025-05-20 03:50:50,Shepperton_Plant,RT_049,TRUCK_005,Wholegrain Brown,207,STORE_101,-5.0,3.0,Tuesday,False,5.0,False,,,,0,,,,0,,,,0,,,,0,17.529661016949152,15.830322690341669,-1.4231965739204329,0.14902541649578815,True,-1.393410362105087,False
DSP_107941,2025-06-27 14:05:04,Shepperton_Plant,RT_057,TRUCK_027,Soft White,173,STORE_030,10.0,14.0,Friday,False,10.0,False,,,,0,,,,0,,,,0,,,,0,16.932806324110672,15.942836589574158,-0.4348540038755958,0.1487949760190007,True,-0.44830830076383404,False
DSP_108084,2025-04-06 01:48:11,Willowvale_Plant,RT_005,TRUCK_064,Family Loaf,543,STORE_178,43.0,1.0,Sunday,True,43.0,True,39.0,39.0,0.0,1,39.0,39.0,0.0,1,20.46153846153846,19.0,13.469814305917415,13,20.46153846153846,19.0,13.469814305917415,13,15.914634146341463,17.12346609451762,1.5817688839486996,0.14873741823502196,True,1.6309162341869228,False
DSP_110660,2025-06-23 00:06:48,Shepperton_Plant,RT_011,TRUCK_046,Seed Loaf,516,STORE_052,28.0,0.0,Monday,False,28.0,True,,,,0,,,,0,,,,0,,,,0,15.640552995391705,16.33191081300322,0.7567667461646859,0.14863378525263293,True,0.6858141728456697,False
DSP_105648,2025-04-18 12:24:21,Willowvale_Plant,RT_031,TRUCK_039,Whole Wheat,373,STORE_108,37.0,12.0,Friday,False,37.0,True,,,,0,,,,0,,,,0,,,,0,16.491071428571427,16.01316472739862,1.2807542369396645,0.14861933624372003,True,1.2528754096504215,False
DSP_102915,2025-06-01 04:48:40,Shepperton_Plant,RT_006,TRUCK_052,Water2L,54,STORE_017,19.0,4.0,Sunday,True,19.0,True,,,,0,,,,0,,,,0,,,,0,17.47111111111111,15.575000318479454,0.09816300851531226,0.14817255830626508,True,0.11875293604091781,False
DSP_105704,2025-02-24 23:03:04,Willowvale_Plant,RT_037,TRUCK_006,Whole Wheat,446,STORE_132,36.0,23.0,Monday,False,36.0,True,30.0,30.0,0.0,1,30.0,30.0,0.0,1,19.714285714285715,30.0,22.2764022058791,7,19.714285714285715,30.0,22.2764022058791,7,14.88,15.664700991173028,1.3482542700241134,0.14814971500965768,True,1.1898686055610046,False
DSP_103116,2025-02-19 18:41:55,Willowvale_Plant,RT_004,TRUCK_075,Soft White,314,STORE_186,7.0,18.0,Wednesday,False,7.0,False,44.0,44.0,0.0,1,44.0,44.0,0.0,1,20.325,23.0,17.0840869127099,40,20.325,23.0,17.0840869127099,40,16.26530612244898,16.007907254869234,-0.5787955898876593,0.14778061087919847,True,-0.6373287130320847,False
DSP_107148,2025-03-29 17:12:09,Shepperton_Plant,RT_013,TRUCK_059,High Energy Brown,542,STORE_181,-7.0,17.0,Saturday,True,7.0,False,14.0,14.0,0.0,1,14.0,14.0,0.0,1,21.875,26.0,19.02235526952433,16,21.875,26.0,19.02235526952433,16,17.04366812227074,15.757143091807276,-1.5258900666309199,0.14702359786260688,True,-1.519423970283921,False
DSP_106128,2025-04-25 10:14:18,Shepperton_Plant,RT_065,TRUCK_051,Seed Loaf,51,STORE_119,10.0,10.0,Friday,False,10.0,False,0.0,0.0,0.0,1,0.0,0.0,0.0,1,-4.0,-4.0,5.656854249492381,2,-4.0,-4.0,5.656854249492381,2,17.137777777777778,16.09579704580306,-0.4434560001885049,0.14665034402809451,True,-0.44830830076383404,False
DSP_110613,2025-04-13 21:07:16,Shepperton_Plant,RT_050,TRUCK_029,High Energy Brown,361,STORE_022,8.0,21.0,Sunday,True,8.0,False,,,,0,,,,0,,,,0,,,,0,16.502392344497608,15.763310737374246,-0.5393785916012389,0.14583918726892398,True,-0.5743219089426678,False
DSP_110944,2025-02-18 05:09:27,Willowvale_Plant,RT_049,TRUCK_022,Whole Wheat,52,STORE_092,-8.0,5.0,Tuesday,False,8.0,False,18.0,18.0,0.0,1,18.0,18.0,0.0,1,22.9,31.5,19.626795742329186,10,22.9,31.5,19.626795742329186,10,17.529661016949152,15.830322690341669,-1.6127062926218936,0.14361147219378478,True,-1.5824307743733377,False
DSP_103048,2025-04-24 05:44:53,Willowvale_Plant,RT_059,TRUCK_063,High Energy Brown,277,STORE_163,2.0,5.0,Thursday,False,2.0,False,41.0,41.0,0.0,1,41.0,41.0,0.0,1,20.423076923076923,21.5,17.188770932031357,26,20.423076923076923,21.5,17.188770932031357,26,17.216450216450216,16.378827463630607,-0.9290317179443117,0.14357794599389218,True,-0.952362733479169,False
DSP_109212,2025-07-02 21:16:26,Willowvale_Plant,RT_011,TRUCK_080,Seed Loaf,389,STORE_011,15.0,21.0,Wednesday,False,15.0,False,,,,0,,,,0,,,,0,,,,0,15.640552995391705,16.33191081300322,-0.03922094620316602,0.14241463165167423,True,-0.13327428031674968,False
DSP_103361,2025-02-01 10:30:07,Shepperton_Plant,RT_031,TRUCK_043,Family Loaf,456,STORE_052,37.0,10.0,Saturday,True,37.0,True,22.0,22.0,0.0,1,22.0,22.0,0.0,1,22.4,30.0,19.569655811266294,15,22.4,30.0,19.569655811266294,15,16.491071428571427,16.01316472739862,1.2807542369396645,0.140517376508158,True,1.2528754096504215,False
DSP_103995,2025-02-11 15:12:50,Shepperton_Plant,RT_014,TRUCK_068,Family Loaf,447,STORE_041,4.0,15.0,Tuesday,False,4.0,False,9.0,9.0,0.0,1,9.0,9.0,0.0,1,23.833333333333332,25.0,10.048217088949993,6,23.833333333333332,25.0,10.048217088949993,6,17.406779661016948,15.63832569159341,-0.8573027525717757,0.13994183879692845,True,-0.8263491253003353,False
DSP_114971,2025-04-09 22:51:35,Willowvale_Plant,RT_057,TRUCK_085,Seed Loaf,211,STORE_015,40.0,22.0,Wednesday,False,40.0,True,40.5,40.5,2.1213203435596424,2,40.5,40.5,2.1213203435596424,2,20.208333333333332,23.0,16.75165537331994,72,20.208333333333332,23.0,16.75165537331994,72,16.932806324110672,15.942836589574158,1.4468688521197133,0.13839247841262325,True,1.4418958219186722,False
DSP_105067,2025-01-16 09:23:05,Willowvale_Plant,RT_054,TRUCK_088,Whole Wheat,404,STORE_027,7.0,9.0,Thursday,False,7.0,False,31.0,31.0,0.0,1,31.0,31.0,0.0,1,22.666666666666668,19.0,7.234178138070234,3,22.666666666666668,19.0,7.234178138070234,3,16.16810344827586,14.933683703012898,-0.6139210947949956,0.13811086365109804,True,-0.6373287130320847,False
DSP_103508,2025-02-01 18:26:44,Willowvale_Plant,RT_009,TRUCK_040,High Energy Brown,178,STORE_020,12.0,18.0,Saturday,True,12.0,False,34.0,34.0,0.0,1,34.0,34.0,0.0,1,19.964285714285715,21.5,17.493876479663225,28,19.964285714285715,21.5,17.493876479663225,28,16.314285714285713,16.783920876839233,-0.25704874003780365,0.13652645485165293,True,-0.3222946925850003,False
DSP_102138,2025-04-21 11:44:23,Shepperton_Plant,RT_006,TRUCK_017,Seed Loaf,74,STORE_013,3.0,11.0,Monday,False,3.0,False,38.0,38.0,0.0,1,38.0,38.0,0.0,1,10.0,0.0,24.576411454889016,3,10.0,0.0,24.576411454889016,3,17.47111111111111,15.575000318479454,-0.9291242899007457,0.13509714409336315,True,-0.8893559293897522,False
DSP_103414,2025-01-10 08:31:41,Willowvale_Plant,RT_042,TRUCK_083,High Energy White,384,STORE_062,35.0,8.0,Friday,False,35.0,True,-1.0,-1.0,0.0,1,-1.0,-1.0,0.0,1,19.91780821917808,22.0,16.819097466089566,73,19.91780821917808,22.0,16.819097466089566,73,17.547511312217196,16.799993388962676,1.038839021165854,0.13246161259998912,True,1.1268618014715879,False
DSP_112624,2025-04-02 00:19:10,Shepperton_Plant,RT_063,TRUCK_002,High Energy White,501,STORE_038,43.0,0.0,Wednesday,False,43.0,True,17.0,17.0,0.0,1,17.0,17.0,0.0,1,21.29824561403509,24.0,16.453359309923727,57,21.29824561403509,24.0,16.453359309923727,57,18.990909090909092,16.668399245769084,1.4403957185741816,0.1302025866624681,True,1.6309162341869228,False
DSP_105609,2025-03-02 07:26:06,Willowvale_Plant,RT_022,TRUCK_006,High Energy White,437,STORE_027,19.0,7.0,Sunday,True,19.0,True,19.0,19.0,0.0,1,19.0,19.0,0.0,1,22.555555555555557,26.0,18.240943674705836,18,22.555555555555557,26.0,18.240943674705836,18,17.390041493775932,15.923428245249344,0.10110627444215028,0.1293362051580058,True,0.11875293604091781,False
DSP_115809,2025-05-17 00:46:41,Willowvale_Plant,RT_067,TRUCK_045,High Energy White,175,STORE_019,9.0,0.0,Saturday,True,9.0,False,41.0,41.0,4.242640687119285,2,41.0,41.0,4.242640687119285,2,20.15,21.5,16.818770841877207,20,20.15,21.5,16.818770841877207,20,16.65546218487395,15.728142411280944,-0.48673657604874576,0.12904120412273412,True,-0.5113151048532509,False
DSP_107372,2025-04-09 03:38:07,Shepperton_Plant,RT_019,TRUCK_079,High Energy Brown,210,STORE_194,12.0,3.0,Wednesday,False,12.0,False,28.0,28.0,0.0,1,28.0,28.0,0.0,1,20.51219512195122,24.0,16.911714802496395,41,20.51219512195122,24.0,16.911714802496395,41,16.90272373540856,15.978570621766707,-0.3068311835559218,0.12888329770687623,True,-0.3222946925850003,False
DSP_108222,2025-03-24 10:32:39,Willowvale_Plant,RT_059,TRUCK_037,High Energy Brown,315,STORE_004,29.0,10.0,Monday,False,29.0,True,-5.0,-5.0,0.0,1,-5.0,-5.0,0.0,1,20.49206349206349,22.0,16.313336139364743,63,20.49206349206349,22.0,16.313336139364743,63,17.216450216450216,16.378827463630607,0.7194379334977004,0.12753705161548523,True,0.7488209769350865,False
DSP_111918,2025-03-27 22:47:21,Willowvale_Plant,RT_069,,High Energy Brown,235,STORE_143,4.0,22.0,Thursday,False,4.0,False,6.0,6.0,0.0,1,6.0,6.0,0.0,1,20.625,21.5,16.57082952975945,24,20.625,21.5,16.57082952975945,24,18.768558951965066,15.019684981695196,-0.9832802066064512,0.12664946572524738,True,-0.8263491253003353,False
DSP_105087,2025-07-11 00:37:21,Willowvale_Plant,RT_024,TRUCK_082,Soft White,429,STORE_134,37.0,0.0,Friday,False,37.0,True,13.5,13.5,2.1213203435596424,2,13.5,13.5,2.1213203435596424,2,22.157894736842106,22.0,17.811554171051554,19,22.157894736842106,22.0,17.811554171051554,19,16.39622641509434,16.19500785833189,1.2722299220315338,0.12539216071044612,True,1.2528754096504215,False
DSP_108163,2025-03-09 14:54:48,Shepperton_Plant,RT_052,TRUCK_056,High Energy Brown,144,STORE_124,6.0,14.0,Sunday,True,6.0,False,32.0,32.0,0.0,1,32.0,32.0,0.0,1,20.272727272727273,21.5,16.327545577604266,22,20.272727272727273,21.5,16.327545577604266,22,16.9625,15.655905418626782,-0.700215011963297,0.12414462233901769,True,-0.7003355171215015,False
DSP_108957,2025-06-25 22:20:01,Shepperton_Plant,RT_010,TRUCK_016,Soft White,520,STORE_058,32.0,22.0,Wednesday,False,32.0,True,29.0,29.0,0.0,1,29.0,29.0,0.0,1,20.8125,21.5,15.28057045182978,16,20.8125,21.5,15.28057045182978,16,17.746666666666666,15.779813053391985,0.9032637639689576,0.12405504652251853,True,0.9378413892033372,False
DSP_111348,2025-06-04 20:33:12,Willowvale_Plant,RT_047,TRUCK_026,Seed Loaf,374,STORE_094,44.0,20.0,Wednesday,False,44.0,True,26.0,36.0,22.715633383201094,3,26.0,36.0,22.715633383201094,3,21.666666666666668,26.5,16.953419705661513,48,21.666666666666668,26.5,16.953419705661513,48,16.235294117647058,15.948918749328264,1.740851923489944,0.12364775642476677,True,1.6939230382763397,False
DSP_112273,2025-02-10 22:50:36,Willowvale_Plant,RT_043,TRUCK_010,Wholegrain Brown,536,STORE_062,2.0,22.0,Monday,False,2.0,False,31.0,31.0,0.0,1,31.0,31.0,0.0,1,19.57894736842105,20.5,17.068433926399276,38,19.57894736842105,20.5,17.068433926399276,38,17.5,15.88079251219695,-0.9760218193201322,0.12363485915938266,True,-0.952362733479169,False
DSP_103097,2025-04-25 06:44:23,Willowvale_Plant,RT_034,TRUCK_038,Wholegrain Brown,510,STORE_060,42.0,6.0,Friday,False,42.0,True,2.0,2.0,0.0,1,2.0,2.0,0.0,1,19.571428571428573,19.0,16.39276331420759,35,19.571428571428573,19.0,16.39276331420759,35,14.790598290598291,16.28168608548989,1.6711660921684586,0.12363003661810645,True,1.5679094300975058,False
DSP_102534,2025-07-01 20:11:12,Willowvale_Plant,RT_060,TRUCK_080,Family Loaf,53,STORE_027,-4.0,20.0,Tuesday,False,4.0,False,34.666666666666664,35.0,5.507570547286102,3,34.666666666666664,35.0,5.507570547286102,3,19.884057971014492,22.0,16.92764553299447,69,19.884057971014492,22.0,16.92764553299447,69,16.533632286995516,15.210164003038011,-1.3499941409503684,0.12346476377126092,True,-1.3304035580156703,False
DSP_103373,2025-01-10 00:19:59,Shepperton_Plant,RT_019,TRUCK_049,High Energy White,42,STORE_072,-3.0,0.0,Friday,False,3.0,False,0.0,0.0,0.0,1,0.0,0.0,0.0,1,19.1,19.0,13.868028779254184,10,19.1,19.0,13.868028779254184,10,16.90272373540856,15.978570621766707,-1.245588495149635,0.12143382544273207,True,-1.2673967539262534,False
DSP_100819,2025-03-07 10:56:18,Shepperton_Plant,RT_003,TRUCK_049,Whole Wheat,58,STORE_155,35.0,10.0,Friday,False,35.0,True,29.5,29.5,14.849242404917497,2,29.5,29.5,14.849242404917497,2,23.444444444444443,33.0,20.737111124208642,9,23.444444444444443,33.0,20.737111124208642,9,16.86864406779661,16.44474021402636,1.1025626246584577,0.12140299473590599,True,1.1268618014715879,False
DSP_104263,2025-01-14 17:33:50,Willowvale_Plant,RT_018,TRUCK_003,Soft White,285,STORE_131,27.0,17.0,Tuesday,False,27.0,True,28.0,28.0,0.0,1,28.0,28.0,0.0,1,21.220338983050848,24.0,16.258756576083876,59,21.220338983050848,24.0,16.258756576083876,59,19.402489626556015,15.908325716720379,0.4775807654892717,0.12116446006829651,True,0.6228073687562528,False
DSP_101128,2025-05-03 06:13:34,Willowvale_Plant,RT_010,TRUCK_061,Family Loaf,525,STORE_065,13.0,6.0,Saturday,True,13.0,False,20.0,20.0,0.0,1,20.0,20.0,0.0,1,21.54,24.5,16.618418599093417,50,21.54,24.5,16.618418599093417,50,17.746666666666666,15.779813053391985,-0.30080626751445166,0.12067694082410274,True,-0.25928788849558343,False
DSP_105465,2025-05-19 04:20:35,Shepperton_Plant,RT_014,TRUCK_044,Seed Loaf,480,STORE_067,1.0,4.0,Monday,False,1.0,False,3.0,3.0,0.0,1,3.0,3.0,0.0,1,20.545454545454547,18.5,17.14289321785526,22,20.545454545454547,18.5,17.14289321785526,22,17.406779661016948,15.63832569159341,-1.0491391460043982,0.11847331041157305,True,-1.0153695375685858,False
DSP_112985,2025-04-08 04:18:39,Shepperton_Plant,RT_061,TRUCK_033,Seed Loaf,409,STORE_078,7.0,4.0,Tuesday,False,7.0,False,-6.0,-6.0,0.0,1,-6.0,-6.0,0.0,1,19.444444444444443,19.0,17.60536048903055,27,19.444444444444443,19.0,17.60536048903055,27,17.91063829787234,16.24243721505033,-0.6717365228761656,0.11615735228709356,True,-0.6373287130320847,False
DSP_103333,2025-05-18 21:42:50,Willowvale_Plant,RT_034,TRUCK_081,Seed Loaf,61,STORE_006,23.0,21.0,Sunday,True,23.0,True,-9.0,-9.0,0.0,1,-9.0,-9.0,0.0,1,18.87878787878788,19.0,17.517415576643963,33,18.87878787878788,19.0,17.517415576643963,33,14.790598290598291,16.28168608548989,0.504210784208514,0.11596790217336284,True,0.3707801523985853,False
DSP_110662,2025-01-02 11:21:59,Shepperton_Plant,RT_005,TRUCK_007,Soft White,359,STORE_042,-6.0,11.0,Thursday,False,6.0,False,1.0,1.0,0.0,1,1.0,1.0,0.0,1,19.530864197530864,20.0,16.989030593115878,81,19.530864197530864,20.0,16.989030593115878,81,15.914634146341463,17.12346609451762,-1.2798012987194116,0.11577443973661283,True,-1.456417166194504,False
DSP_108613,2025-04-27 09:06:09,Willowvale_Plant,RT_023,TRUCK_065,High Energy Brown,53,STORE_005,1.0,9.0,Sunday,True,1.0,False,28.0,28.0,0.0,1,28.0,28.0,0.0,1,19.943661971830984,22.0,16.71858446156224,71,19.943661971830984,22.0,16.71858446156224,71,15.258373205741627,15.69021740897229,-0.9087428704198912,0.11533707945649996,True,-1.0153695375685858,False
DSP_109351,2025-01-28 18:23:29,Shepperton_Plant,RT_024,TRUCK_089,High Energy Brown,378,STORE_048,0.0,18.0,Tuesday,False,0.0,False,40.0,40.0,0.0,1,40.0,40.0,0.0,1,20.655172413793103,19.0,16.01177214709978,29,20.655172413793103,19.0,16.01177214709978,29,16.39622641509434,16.19500785833189,-1.012424727330955,0.11375442643597922,True,-1.0783763416580028,False
DSP_102638,2025-07-10 10:57:22,Willowvale_Plant,RT_037,TRUCK_055,Soft White,422,STORE_182,-5.0,10.0,Thursday,False,5.0,False,32.0,32.0,0.0,1,32.0,32.0,0.0,1,20.08823529411765,19.0,16.347305675616695,34,20.08823529411765,19.0,16.347305675616695,34,14.88,15.664700991173028,-1.269095401897698,0.11327201469004122,True,-1.393410362105087,False
DSP_110656,2025-03-24 06:18:13,Willowvale_Plant,RT_069,TRUCK_033,Soft White,523,STORE_174,3.0,6.0,Monday,False,3.0,False,-6.0,-6.0,0.0,1,-6.0,-6.0,0.0,1,19.833333333333332,19.0,15.96782842829441,42,19.833333333333332,19.0,15.96782842829441,42,18.768558951965066,15.019684981695196,-1.0498594991294783,0.11321885580584135,True,-0.8893559293897522,False
