timestamp,plant,depot_id,batch_id,sku,quantity_produced,line_id,operator_id,stacked_before_robot,squashed,torn,undersized_small,valleys,loose_packs,pale_underbaked
2025-04-16 02:29:21,Shepperton,Harare_Willowvale,BATCH_15070,High Energy White,529,Line4,OP_MOYO,7,5,0,5,6,13,5
2025-07-02 06:38:04,Shepperton,Harare_Willowvale,BATCH_19025,High Energy Brown,1485,Line2,OP_EFFIE,6,3,3,11,7,1,0
2025-04-13 02:07:26,Shepperton,Bulawayo_Branch,BATCH_20506,Whole Wheat,1100,Line2,OP_EFFIE,4,6,3,6,7,7,0
2025-03-13 15:05:53,Shepperton,Mutare_Branch,BATCH_14608,High Energy Brown,1703,Line2,OP_MOYO,5,5,3,9,0,0,3
2025-06-13 22:55:40,Shepperton,Harare_Willowvale,BATCH_17018,High Energy Brown,683,Line1,OP_JOHN,3,7,3,10,2,7,0
2025-04-25 01:43:00,Shepperton,Chitungwiza_Depot,BATCH_13784,Seed Loaf,224,Line4,OP_MOYO,5,4,4,11,2,10,4
2025-06-07 10:09:20,Shepperton,Harare_Southerton,BATCH_24829,Whole Wheat,1618,Line1,OP_JOHN,6,4,4,2,6,8,3
2025-03-11 00:25:32,Shepperton,Mutare_Branch,BATCH_18470,Seed Loaf,1765,Line5,OP_JOHN,4,6,0,11,8,6,1
2025-02-24 12:04:35,Shepperton,Mutare_Branch,BATCH_21322,Family Loaf,409,Line5,OP_EFFIE,6,2,2,9,0,5,5
2025-03-15 07:09:21,Shepperton,Mutare_Branch,BATCH_15049,Family Loaf,1210,Line2,OP_JOHN,6,0,4,11,8,11,5
2025-01-08 13:13:36,Shepperton,Gweru_Branch,BATCH_13478,Seed Loaf,247,Line1,OP_EFFIE,6,6,1,0,9,8,2
2025-04-30 01:21:31,Shepperton,Mutare_Branch,BATCH_13325,Whole Wheat,443,Line2,OP_KUDA,0,2,1,0,9,5,1
2025-07-09 12:30:01,Shepperton,Harare_Southerton,BATCH_12271,Whole Wheat,439,Line3,OP_ANNE,8,1,5,10,9,9,4
2025-03-27 03:12:34,Shepperton,Harare_Southerton,BATCH_18510,Family Loaf,1404,Line1,OP_KUDA,6,7,3,7,2,11,3
2025-07-29 19:27:13,Shepperton,Chitungwiza_Depot,BATCH_18879,High Energy Brown,916,Line3,OP_TAPIWA,8,0,1,8,6,4,5
2025-04-23 23:44:19,Shepperton,Masvingo_Branch,BATCH_21900,Family Loaf,1452,Line3,OP_TAPIWA,9,3,3,6,0,4,4
2025-07-25 11:09:15,Shepperton,Gweru_Branch,BATCH_21442,High Energy White,550,Line2,OP_EFFIE,8,3,1,2,2,6,2
2025-07-16 17:12:58,Shepperton,Chitungwiza_Depot,BATCH_19266,Wholegrain Brown,1828,Line4,OP_JOHN,5,5,0,10,9,11,0
2025-06-15 03:33:08,Shepperton,Chitungwiza_Depot,BATCH_15955,Soft White,230,Line5,OP_TAPIWA,9,2,4,4,5,2,1
2025-03-07 18:02:15,Shepperton,Masvingo_Branch,BATCH_20291,Soft White,923,Line4,OP_JOHN,3,4,3,8,5,10,1
2025-06-14 14:18:29,Shepperton,Harare_Southerton,BATCH_14139,Soft White,487,Line2,OP_EFFIE,3,1,0,6,6,0,5
2025-06-05 06:31:00,Shepperton,Chitungwiza_Depot,BATCH_20648,Whole Wheat,1086,Line5,OP_KUDA,6,6,5,11,0,10,0
2025-07-05 07:29:46,Shepperton,Harare_Southerton,BATCH_18729,Family Loaf,458,Line4,OP_JOHN,7,6,4,6,1,0,3
2025-06-01 02:37:11,Shepperton,Chitungwiza_Depot,BATCH_19393,High Energy White,1910,Line4,OP_JOHN,0,2,2,7,2,2,4
2025-04-14 03:12:42,Shepperton,Harare_Willowvale,BATCH_13344,Seed Loaf,1281,Line1,OP_ANNE,5,4,0,3,5,3,1
2025-02-15 04:07:39,Shepperton,Gweru_Branch,BATCH_22078,Wholegrain Brown,609,Line1,OP_KUDA,0,0,1,0,9,2,0
2025-01-24 00:13:42,Shepperton,Chitungwiza_Depot,BATCH_18403,Family Loaf,800,Line1,OP_KUDA,6,6,2,0,0,1,0
2025-02-05 04:54:18,Shepperton,Masvingo_Branch,BATCH_20375,Wholegrain Brown,318,Line1,OP_TAPIWA,1,4,1,8,1,5,4
2025-02-10 23:29:24,Shepperton,Harare_Southerton,BATCH_20323,Whole Wheat,1066,Line3,OP_ANNE,7,3,1,5,1,8,3
2025-02-24 02:39:55,Shepperton,Mutare_Branch,BATCH_17053,High Energy White,1476,Line1,OP_EFFIE,8,3,0,9,1,7,3
2025-06-02 02:51:37,Shepperton,Bulawayo_Branch,BATCH_15205,Whole Wheat,887,Line4,OP_EFFIE,4,6,1,11,2,10,0
2025-07-19 15:02:25,Shepperton,Masvingo_Branch,BATCH_12589,Family Loaf,1645,Line1,OP_KUDA,6,0,3,0,8,4,2
2025-04-02 13:14:51,Shepperton,Gweru_Branch,BATCH_17317,High Energy White,1001,Line3,OP_ANNE,6,5,4,7,0,10,5
2025-06-06 01:11:03,Shepperton,Masvingo_Branch,BATCH_17434,High Energy White,1286,Line3,OP_EFFIE,5,5,3,4,3,0,5
2025-04-19 07:23:52,Shepperton,Masvingo_Branch,BATCH_17459,Family Loaf,1534,Line4,OP_KUDA,2,5,1,6,3,0,1
2025-07-15 15:10:54,Shepperton,Harare_Southerton,BATCH_12753,High Energy White,1708,Line3,OP_TAPIWA,7,0,5,11,4,5,1
2025-03-31 19:33:24,Shepperton,Gweru_Branch,BATCH_15952,Wholegrain Brown,1084,Line2,OP_TAPIWA,6,7,3,4,1,8,2
2025-01-21 13:57:24,Shepperton,Harare_Southerton,BATCH_16018,Seed Loaf,1522,Line5,OP_JOHN,8,7,4,11,0,3,0
2025-07-01 13:38:22,Shepperton,Harare_Southerton,BATCH_22329,Wholegrain Brown,1531,Line3,OP_MOYO,1,1,5,4,7,1,4
2025-07-12 10:33:56,Shepperton,Harare_Willowvale,BATCH_22083,Wholegrain Brown,674,Line3,OP_TAPIWA,5,6,3,3,1,9,5
2025-04-11 11:25:35,Shepperton,Masvingo_Branch,BATCH_20405,High Energy White,372,Line4,OP_ANNE,2,5,1,3,8,1,5
2025-06-30 02:07:55,Shepperton,Harare_Southerton,BATCH_10251,Soft White,852,Line2,OP_MOYO,8,1,3,2,6,4,1
2025-06-02 15:51:42,Shepperton,Harare_Southerton,BATCH_21849,High Energy Brown,1815,Line3,OP_EFFIE,8,0,4,8,8,12,5
2025-05-23 05:55:37,Shepperton,Harare_Willowvale,BATCH_11713,Soft White,691,Line1,OP_JOHN,2,4,0,9,0,4,0
2025-07-30 19:13:22,Shepperton,Harare_Southerton,BATCH_16778,High Energy Brown,778,Line5,OP_TAPIWA,5,7,2,9,1,2,4
2025-07-13 01:17:48,Shepperton,Masvingo_Branch,BATCH_13707,High Energy Brown,476,Line4,OP_MOYO,2,3,5,7,5,10,2
2025-02-16 02:24:23,Shepperton,Mutare_Branch,BATCH_17859,Family Loaf,754,Line5,OP_MOYO,4,0,0,3,0,10,4
2025-04-14 17:31:32,Shepperton,Gweru_Branch,BATCH_19530,Family Loaf,394,Line4,OP_KUDA,8,4,3,9,3,10,3
2025-06-13 21:22:26,Shepperton,Harare_Southerton,BATCH_24059,Seed Loaf,581,Line2,OP_KUDA,9,2,3,8,6,2,5
2025-03-30 16:10:34,Shepperton,Gweru_Branch,BATCH_19592,Whole Wheat,766,Line2,OP_ANNE,2,4,0,1,9,10,2
2025-05-16 21:46:48,Shepperton,Mutare_Branch,BATCH_20577,Soft White,301,Line3,OP_KUDA,7,3,0,6,7,2,5
2025-07-07 12:45:21,Shepperton,Harare_Southerton,BATCH_17306,Soft White,1880,Line2,OP_EFFIE,6,6,0,6,6,4,1
2025-05-11 09:05:45,Shepperton,Harare_Southerton,BATCH_24874,Soft White,722,Line1,OP_MOYO,4,2,5,2,6,12,0
2025-06-20 13:01:00,Shepperton,Harare_Southerton,BATCH_18446,Soft White,1641,Line2,OP_MOYO,8,3,1,8,7,5,5
2025-01-09 20:26:37,Shepperton,Gweru_Branch,BATCH_24200,Family Loaf,859,Line4,OP_EFFIE,3,5,3,4,5,11,4
2025-05-19 17:42:58,Shepperton,Harare_Willowvale,BATCH_24155,Soft White,1168,Line5,OP_EFFIE,9,2,1,2,2,10,2
2025-03-27 23:06:50,Shepperton,Gweru_Branch,BATCH_13069,Whole Wheat,1135,Line3,OP_TAPIWA,8,7,3,5,7,4,3
2025-01-29 23:43:14,Shepperton,Harare_Southerton,BATCH_12140,Seed Loaf,1915,Line4,OP_ANNE,3,6,3,10,9,4,2
2025-04-06 07:30:22,Shepperton,Chitungwiza_Depot,BATCH_22673,High Energy White,371,Line5,OP_KUDA,0,7,1,9,4,0,0
2025-03-12 05:20:02,Shepperton,Gweru_Branch,BATCH_20443,Family Loaf,972,Line3,OP_KUDA,4,6,5,1,7,4,3
2025-05-22 19:44:24,Shepperton,Masvingo_Branch,BATCH_14256,Whole Wheat,1465,Line4,OP_KUDA,2,1,2,4,5,2,5
2025-06-05 16:50:45,Shepperton,Chitungwiza_Depot,BATCH_23881,High Energy Brown,1936,Line4,OP_MOYO,2,6,2,7,7,7,4
2025-06-15 18:54:06,Shepperton,Masvingo_Branch,BATCH_11139,Wholegrain Brown,325,Line4,OP_TAPIWA,4,6,2,4,6,10,5
2025-07-06 02:25:40,Shepperton,Bulawayo_Branch,BATCH_18885,Soft White,873,Line1,OP_ANNE,7,2,0,1,4,7,4
2025-01-15 10:02:29,Shepperton,Harare_Willowvale,BATCH_17990,Soft White,941,Line4,OP_TAPIWA,6,0,4,5,1,3,5
2025-07-27 11:42:03,Shepperton,Mutare_Branch,BATCH_19938,High Energy White,1739,Line5,OP_ANNE,1,3,2,6,8,7,4
2025-01-28 12:48:27,Shepperton,Gweru_Branch,BATCH_12974,Family Loaf,244,Line4,OP_JOHN,7,5,4,6,3,2,5
2025-07-23 07:32:44,Shepperton,Gweru_Branch,BATCH_14999,Seed Loaf,292,Line4,OP_KUDA,9,6,1,7,2,5,3
2025-03-26 16:07:44,Shepperton,Mutare_Branch,BATCH_15805,Family Loaf,1250,Line2,OP_KUDA,8,7,0,9,9,8,1
2025-03-13 16:53:16,Shepperton,Mutare_Branch,BATCH_14074,Seed Loaf,1010,Line2,OP_TAPIWA,3,1,5,6,7,6,4
2025-03-19 07:19:15,Shepperton,Mutare_Branch,BATCH_13154,Whole Wheat,523,Line1,OP_TAPIWA,3,4,0,0,9,0,3
2025-06-08 00:58:07,Shepperton,Harare_Southerton,BATCH_13501,Wholegrain Brown,1707,Line3,OP_ANNE,5,7,3,0,7,5,0
2025-05-16 17:18:18,Shepperton,Mutare_Branch,BATCH_10387,Whole Wheat,449,Line3,OP_EFFIE,9,6,5,5,2,10,0
2025-07-09 06:03:54,Shepperton,Bulawayo_Branch,BATCH_10169,Whole Wheat,787,Line2,OP_TAPIWA,1,0,0,3,8,4,3
2025-01-22 07:06:08,Shepperton,Masvingo_Branch,BATCH_19711,Seed Loaf,683,Line5,OP_EFFIE,1,5,0,0,7,13,2
2025-05-01 15:51:51,Shepperton,Harare_Willowvale,BATCH_14189,High Energy Brown,1422,Line2,OP_TAPIWA,9,6,5,7,8,11,4
2025-07-22 21:38:30,Shepperton,Harare_Willowvale,BATCH_13128,High Energy Brown,365,Line1,OP_EFFIE,3,1,3,10,2,13,1
2025-01-11 03:57:49,Shepperton,Masvingo_Branch,BATCH_24827,Seed Loaf,293,Line3,OP_KUDA,4,1,3,1,1,7,5
2025-02-15 13:16:46,Shepperton,Masvingo_Branch,BATCH_20624,Wholegrain Brown,429,Line5,OP_KUDA,3,1,4,2,0,9,1
2025-07-07 09:33:50,Shepperton,Chitungwiza_Depot,BATCH_19079,High Energy White,1269,Line3,OP_MOYO,3,3,5,2,3,12,4
2025-07-01 23:10:52,Shepperton,Harare_Southerton,BATCH_24251,Wholegrain Brown,1376,Line4,OP_KUDA,2,3,5,4,5,5,2
2025-07-23 01:44:54,Shepperton,Bulawayo_Branch,BATCH_22686,Soft White,490,Line4,OP_ANNE,6,3,1,6,2,9,0
2025-02-16 02:05:17,Shepperton,Masvingo_Branch,BATCH_20138,High Energy White,1521,Line1,OP_JOHN,5,3,3,10,3,5,4
2025-06-11 23:15:32,Shepperton,Chitungwiza_Depot,BATCH_12054,Family Loaf,1568,Line1,OP_MOYO,7,3,2,1,8,8,4
2025-04-09 04:19:44,Shepperton,Masvingo_Branch,BATCH_22355,High Energy White,737,Line3,OP_KUDA,8,3,1,8,4,10,2
2025-06-05 09:45:05,Shepperton,Gweru_Branch,BATCH_10932,Seed Loaf,629,Line3,OP_KUDA,8,0,4,0,6,0,0
2025-06-22 18:05:11,Shepperton,Masvingo_Branch,BATCH_15849,High Energy Brown,296,Line3,OP_EFFIE,9,0,0,2,6,1,1
2025-01-10 16:57:08,Shepperton,Chitungwiza_Depot,BATCH_22835,Family Loaf,516,,OP_KUDA,1,6,1,5,4,4,4
2025-03-13 10:44:09,Shepperton,Harare_Southerton,BATCH_15407,Soft White,646,Line3,OP_JOHN,1,5,3,4,7,10,4
2025-05-28 02:15:03,Shepperton,Harare_Willowvale,BATCH_11270,High Energy White,1915,Line5,OP_ANNE,1,2,0,11,3,13,4
2025-01-27 08:15:48,Shepperton,Chitungwiza_Depot,BATCH_22505,Whole Wheat,1851,Line3,OP_ANNE,8,7,3,10,0,9,2
2025-02-21 16:05:44,Shepperton,Chitungwiza_Depot,BATCH_12216,Whole Wheat,1666,Line1,OP_KUDA,0,4,3,7,1,9,2
2025-01-11 04:33:52,Shepperton,Mutare_Branch,BATCH_15129,Seed Loaf,825,Line4,OP_EFFIE,4,7,1,3,4,10,0
2025-04-14 13:44:53,Shepperton,Gweru_Branch,BATCH_20764,Wholegrain Brown,1951,Line2,OP_KUDA,2,7,3,7,2,10,3
2025-04-25 20:00:25,Shepperton,Mutare_Branch,BATCH_17998,Soft White,590,Line3,OP_MOYO,2,7,5,8,7,6,2
2025-05-10 18:15:12,Shepperton,Mutare_Branch,BATCH_19236,Soft White,1498,Line2,OP_JOHN,4,1,4,1,6,9,3
2025-03-23 07:48:12,Shepperton,Harare_Southerton,BATCH_12444,Family Loaf,284,Line4,OP_JOHN,0,1,2,2,6,6,4
2025-06-09 02:45:50,Shepperton,Chitungwiza_Depot,BATCH_18534,Seed Loaf,1122,Line2,OP_TAPIWA,8,5,4,7,4,8,1
2025-04-14 21:21:01,Shepperton,Gweru_Branch,BATCH_22534,Seed Loaf,1693,Line4,OP_KUDA,4,6,0,7,3,3,4
2025-06-12 12:29:29,Shepperton,Harare_Willowvale,BATCH_14832,High Energy Brown,1873,Line3,OP_MOYO,2,3,1,4,9,12,3
2025-04-07 03:29:06,Shepperton,Harare_Willowvale,BATCH_19152,Seed Loaf,1896,Line5,OP_ANNE,9,5,0,4,2,6,0
2025-07-04 16:43:07,Shepperton,Chitungwiza_Depot,BATCH_23114,High Energy White,435,Line1,OP_ANNE,6,6,2,4,9,2,1
2025-04-30 18:19:38,Shepperton,Harare_Southerton,BATCH_18256,Seed Loaf,286,Line5,OP_TAPIWA,6,7,2,9,8,0,4
2025-01-30 17:21:41,Shepperton,Gweru_Branch,BATCH_15140,Wholegrain Brown,1821,Line1,OP_KUDA,5,2,0,10,5,11,4
2025-05-29 10:42:13,Shepperton,Gweru_Branch,BATCH_21156,Whole Wheat,793,Line5,OP_KUDA,0,5,0,9,3,5,4
2025-01-24 10:05:53,Shepperton,Mutare_Branch,BATCH_15270,High Energy White,656,Line1,OP_TAPIWA,9,3,0,3,4,12,2
2025-06-26 02:34:57,Shepperton,Bulawayo_Branch,BATCH_17201,Seed Loaf,781,Line2,OP_TAPIWA,2,5,4,4,1,3,1
2025-04-20 16:39:31,Shepperton,Chitungwiza_Depot,BATCH_13366,Soft White,1820,Line1,OP_TAPIWA,1,4,0,3,8,3,1
2025-07-03 14:41:47,Shepperton,Gweru_Branch,BATCH_19820,Wholegrain Brown,1925,Line5,OP_EFFIE,6,5,5,8,9,0,4
2025-03-22 04:58:29,Shepperton,Bulawayo_Branch,BATCH_15035,Family Loaf,834,Line1,OP_TAPIWA,4,0,1,9,1,0,1
2025-03-09 19:10:46,Shepperton,Gweru_Branch,BATCH_15219,Wholegrain Brown,1875,Line5,OP_KUDA,3,0,1,4,0,3,4
2025-03-28 21:02:41,Shepperton,Mutare_Branch,BATCH_17969,Seed Loaf,1658,Line2,OP_ANNE,3,6,4,8,6,11,0
2025-07-13 05:51:39,Shepperton,Chitungwiza_Depot,BATCH_22980,Family Loaf,1931,Line2,OP_MOYO,7,0,4,5,3,12,2
2025-05-04 05:48:05,Shepperton,Bulawayo_Branch,BATCH_22762,Seed Loaf,824,Line4,OP_EFFIE,6,2,0,9,0,9,5
2025-05-01 10:13:39,Shepperton,Mutare_Branch,BATCH_19364,Soft White,1471,Line2,OP_JOHN,8,2,4,0,8,11,3
2025-02-05 07:01:47,Shepperton,Bulawayo_Branch,BATCH_18410,Whole Wheat,587,Line3,OP_EFFIE,6,2,0,6,4,4,1
2025-03-23 11:31:19,Shepperton,Bulawayo_Branch,BATCH_13989,Family Loaf,1083,Line2,OP_KUDA,5,2,2,7,1,6,4
2025-05-23 02:24:00,Shepperton,Gweru_Branch,BATCH_18675,Whole Wheat,1153,Line1,OP_MOYO,1,7,0,9,8,3,3
2025-04-21 08:27:53,Shepperton,Harare_Southerton,BATCH_21564,Wholegrain Brown,1527,Line2,OP_MOYO,6,5,2,9,1,9,5
2025-06-28 01:13:36,Shepperton,Harare_Southerton,BATCH_24554,Seed Loaf,1318,Line2,OP_MOYO,9,4,0,0,2,5,1
2025-05-31 21:48:50,Shepperton,Chitungwiza_Depot,BATCH_23561,Soft White,1983,Line5,OP_ANNE,1,7,4,1,8,13,0
2025-06-20 15:10:47,Shepperton,Chitungwiza_Depot,BATCH_20182,Wholegrain Brown,573,Line2,OP_MOYO,7,2,0,6,2,0,1
2025-02-07 21:18:43,Shepperton,Gweru_Branch,BATCH_12498,High Energy Brown,742,Line4,OP_EFFIE,3,0,1,2,0,4,5
