sale_id,timestamp,retailer_id,region,sku,qty_sold,price,promotion_flag,promotion_name
SALE_803623,2025-01-31 00:24:09,STORE_130,Chitungwiza,Soft White,49,1.23,0,
SALE_813618,2025-04-28 10:34:29,STORE_013,Masvingo,Seed Loaf,33,1.49,0,
SALE_804878,2025-03-04 15:00:12,STORE_064,Harare,High Energy White,49,1.32,0,
SALE_801713,2025-02-21 18:30:14,STORE_092,Chitungwiza,Seed Loaf,41,1.52,0,
SALE_814505,2025-07-14 08:01:58,STORE_005,Mutare,Soft White,18,1.2,0,
SALE_803589,2025-03-04 08:24:19,STORE_107,Masvingo,Family Loaf,29,2.19,0,
SALE_809466,2025-03-05 13:04:08,STORE_140,Masvingo,Whole Wheat,49,1.43,0,
SALE_805155,2025-02-25 11:07:10,STORE_143,Mutare,Family Loaf,5,2.22,0,
SALE_812594,2025-07-26 16:10:37,STORE_015,Kwekwe,Seed Loaf,27,1.48,0,
SALE_813673,2025-05-02 20:45:07,STORE_007,Kwekwe,High Energy White,7,1.33,0,
SALE_803669,2025-07-04 23:53:17,STORE_085,Harare,Soft White,27,1.24,0,
SALE_814324,2025-06-16 15:42:04,STORE_187,Harare,Soft White,9,1.23,0,
SALE_813524,2025-04-11 01:08:47,STORE_025,Masvingo,Wholegrain Brown,35,1.39,0,
SALE_808384,2025-04-21 11:13:59,STORE_021,Masvingo,Seed Loaf,81,1.49,0,
SALE_814210,2025-03-03 04:20:43,STORE_093,Kwekwe,Seed Loaf,38,1.49,0,
SALE_804387,2025-04-08 23:52:01,STORE_149,Masvingo,Whole Wheat,57,1.45,0,
SALE_809123,2025-04-20 13:36:57,STORE_184,Harare,Family Loaf,32,2.24,0,
SALE_807894,2025-01-19 04:22:05,STORE_036,Harare,High Energy Brown,36,1.34,0,
SALE_801489,2025-05-09 00:11:00,STORE_040,Bindura,Seed Loaf,6,1.55,0,
SALE_801606,2025-07-07 15:40:25,STORE_037,Masvingo,High Energy Brown,52,1.34,0,
SALE_808594,2025-01-11 11:16:40,STORE_110,Bindura,Family Loaf,16,2.24,0,
SALE_808528,2025-07-02 15:36:10,STORE_018,Mutare,Whole Wheat,50,1.47,0,
SALE_801402,2025-06-17 06:15:00,STORE_159,Chitungwiza,Soft White,33,1.23,0,
SALE_809387,2025-06-15 14:35:24,STORE_041,Harare,Wholegrain Brown,46,1.45,0,
SALE_803519,2025-06-10 12:03:51,STORE_155,Chitungwiza,Soft White,46,1.24,0,
SALE_803297,2025-05-15 22:56:41,STORE_140,Bulawayo,Family Loaf,14,2.21,0,
SALE_801006,2025-01-07 14:38:27,STORE_164,Chitungwiza,High Energy White,16,1.34,0,
SALE_802791,2025-02-14 15:16:40,STORE_080,Harare,Soft White,70,1.13,1,Valentine Promo
SALE_802704,2025-06-26 02:06:07,STORE_165,Mutare,Soft White,6,1.25,0,
SALE_805613,2025-05-02 11:38:44,STORE_042,Gweru,Whole Wheat,14,1.47,0,
SALE_814030,2025-03-22 02:31:35,STORE_157,Bindura,Whole Wheat,23,1.46,0,
SALE_805683,2025-03-26 03:12:02,STORE_193,Gweru,High Energy White,52,1.34,0,
SALE_812287,2025-03-21 06:27:41,STORE_116,Mutare,High Energy Brown,8,1.33,0,
SALE_805400,2025-05-27 11:40:39,STORE_058,Mutare,High Energy Brown,17,1.29,0,
SALE_802357,2025-01-19 23:14:06,STORE_088,Bulawayo,Wholegrain Brown,13,1.4,0,
SALE_814680,2025-04-07 09:51:40,STORE_143,Bulawayo,Seed Loaf,57,1.47,0,
SALE_800290,2025-06-04 23:00:09,STORE_136,Masvingo,High Energy White,3,1.34,0,
SALE_812534,2025-02-09 21:12:04,STORE_176,Masvingo,High Energy Brown,35,1.32,0,
SALE_805908,2025-02-25 00:48:15,STORE_049,Harare,Soft White,30,1.18,0,
SALE_813818,2025-06-26 23:23:06,STORE_095,Masvingo,Family Loaf,57,2.21,0,
SALE_806594,2025-05-12 22:03:26,STORE_195,Bindura,Whole Wheat,47,1.49,0,
SALE_800088,2025-03-25 09:32:27,STORE_071,Harare,Family Loaf,25,2.17,0,
SALE_812998,2025-07-20 01:51:23,STORE_073,Bindura,High Energy White,44,1.33,0,
SALE_802232,2025-02-01 19:53:45,STORE_063,Bindura,High Energy Brown,40,1.35,0,
SALE_808273,2025-02-21 12:57:34,STORE_042,Gweru,High Energy White,71,1.32,0,
SALE_809322,2025-03-09 00:43:47,STORE_009,Bindura,Seed Loaf,13,1.54,0,
SALE_807964,2025-03-15 10:24:21,STORE_189,Harare,High Energy White,6,1.28,0,
SALE_809037,2025-06-26 06:29:45,STORE_027,Masvingo,Soft White,59,1.2,0,
SALE_811408,2025-05-11 15:44:24,STORE_016,Chitungwiza,Whole Wheat,35,1.45,0,
SALE_808391,2025-03-22 08:26:02,STORE_156,Bindura,Seed Loaf,47,1.48,0,
SALE_811749,2025-05-31 22:17:51,STORE_081,Kwekwe,Soft White,15,1.25,0,
SALE_801056,2025-03-08 22:26:22,STORE_068,Mutare,High Energy Brown,56,1.17,1,Women’s Day Promo
SALE_800903,2025-02-21 10:22:58,STORE_069,Harare,High Energy Brown,68,1.33,0,
SALE_814220,2025-04-11 00:59:16,STORE_006,Kwekwe,High Energy White,40,1.28,0,
SALE_813626,2025-06-07 18:06:00,STORE_037,Bulawayo,Seed Loaf,20,1.53,0,
SALE_802039,2025-01-12 17:05:30,STORE_159,Bindura,Seed Loaf,30,1.49,0,
SALE_801611,2025-03-14 21:51:32,STORE_148,Gweru,Seed Loaf,36,1.51,0,
SALE_814519,2025-05-25 17:11:02,STORE_099,Kwekwe,Soft White,66,1.1,1,Africa Day Promo
SALE_800736,2025-01-22 04:12:33,STORE_060,Bindura,Wholegrain Brown,19,1.42,0,
SALE_805963,2025-02-10 04:28:28,STORE_127,Mutare,Soft White,51,1.18,0,
SALE_811875,2025-01-02 08:58:44,STORE_065,Masvingo,Whole Wheat,17,1.45,0,
SALE_807308,2025-02-24 13:38:34,STORE_003,Kwekwe,Whole Wheat,50,1.48,0,
SALE_809052,2025-02-04 06:50:27,STORE_039,Mutare,Family Loaf,44,2.25,0,
SALE_806177,2025-02-24 22:04:19,STORE_099,Harare,Whole Wheat,50,1.43,0,
SALE_813555,2025-01-09 05:00:26,STORE_049,Harare,High Energy White,16,1.33,0,
SALE_802864,2025-06-09 12:37:10,STORE_106,Bulawayo,Seed Loaf,59,1.51,0,
SALE_810056,2025-06-16 00:33:52,STORE_047,Kwekwe,Seed Loaf,27,1.48,0,
SALE_801418,2025-03-29 23:35:23,STORE_078,Bulawayo,Family Loaf,45,2.25,0,
SALE_805914,2025-03-22 01:22:30,STORE_055,Harare,Family Loaf,55,2.22,0,
SALE_804148,2025-07-14 12:25:08,STORE_009,Chitungwiza,Wholegrain Brown,28,1.39,0,
SALE_813109,2025-03-27 17:35:10,STORE_197,Kwekwe,Wholegrain Brown,26,1.4,0,
SALE_813685,2025-03-26 12:45:24,STORE_058,Gweru,Whole Wheat,41,1.47,0,
SALE_801010,2025-05-10 14:57:48,STORE_036,Harare,Whole Wheat,22,1.47,0,
SALE_808634,2025-07-30 00:35:22,STORE_175,Bulawayo,Family Loaf,53,2.18,0,
SALE_807588,2025-06-06 04:25:27,STORE_027,Chitungwiza,Whole Wheat,32,1.43,0,
SALE_804189,2025-04-27 08:25:00,STORE_096,Bindura,Whole Wheat,51,1.46,0,
SALE_814953,2025-03-29 03:42:48,STORE_112,Bulawayo,Whole Wheat,41,1.49,0,
SALE_810528,2025-02-01 15:53:23,STORE_005,Gweru,Family Loaf,37,2.18,0,
SALE_809824,2025-02-02 13:56:25,STORE_126,Kwekwe,Soft White,19,1.19,0,
SALE_805145,2025-01-16 22:49:08,STORE_032,Gweru,Seed Loaf,3,1.51,0,
SALE_808937,2025-07-17 20:29:08,STORE_074,Bulawayo,Family Loaf,24,2.21,0,
SALE_809615,2025-04-16 05:59:28,STORE_147,Gweru,Seed Loaf,35,1.52,0,
SALE_808700,2025-02-14 15:43:43,STORE_194,Harare,Whole Wheat,87,1.34,1,Valentine Promo
SALE_803800,2025-07-19 02:10:06,STORE_131,Bindura,Seed Loaf,21,1.48,0,
SALE_810381,2025-06-05 05:28:18,STORE_100,Bindura,High Energy Brown,44,1.3,0,
SALE_803745,2025-04-26 11:08:42,STORE_152,Bulawayo,Soft White,40,1.22,0,
SALE_809073,2025-07-08 00:39:09,STORE_193,Kwekwe,Whole Wheat,52,1.49,0,
SALE_811361,2025-01-04 17:09:16,STORE_056,Masvingo,Whole Wheat,20,1.44,0,
SALE_808048,2025-04-28 19:06:24,STORE_045,Chitungwiza,Seed Loaf,4,1.48,0,
SALE_801385,2025-03-31 00:20:40,STORE_071,Bulawayo,High Energy Brown,51,1.3,0,
SALE_810182,2025-02-11 06:54:29,STORE_053,Mutare,High Energy Brown,28,1.3,0,
SALE_804872,2025-03-28 21:02:41,STORE_142,Gweru,High Energy Brown,12,1.29,0,
SALE_800735,2025-03-21 05:43:12,STORE_041,Chitungwiza,Seed Loaf,43,1.51,0,
SALE_805712,2025-01-05 03:32:29,STORE_194,Bindura,Wholegrain Brown,11,1.44,0,
SALE_805422,2025-01-07 19:04:29,STORE_032,Masvingo,Wholegrain Brown,55,1.37,0,
SALE_804012,2025-07-12 16:58:46,STORE_064,Mutare,Wholegrain Brown,47,1.45,0,
SALE_802858,2025-04-27 02:48:34,STORE_086,Bulawayo,Family Loaf,20,2.24,0,
SALE_809896,2025-03-21 08:38:36,STORE_022,Kwekwe,Family Loaf,39,2.19,0,
SALE_804536,2025-02-22 05:22:01,STORE_149,Bulawayo,Family Loaf,29,2.23,0,
SALE_804580,2025-02-26 03:17:04,STORE_067,Gweru,Whole Wheat,52,1.46,0,
SALE_807655,2025-04-12 12:56:30,STORE_157,Gweru,Whole Wheat,53,1.48,0,
SALE_805998,2025-04-25 22:10:58,STORE_143,Bulawayo,Whole Wheat,22,1.5,0,
SALE_800884,2025-02-24 03:38:34,STORE_020,Harare,High Energy White,4,1.35,0,
SALE_809026,2025-01-12 00:36:42,STORE_071,Bindura,Family Loaf,32,2.23,0,
SALE_803233,2025-01-21 08:55:43,STORE_139,Mutare,Soft White,25,1.17,0,
SALE_805601,2025-06-22 23:27:05,STORE_105,Kwekwe,High Energy White,55,1.31,0,
SALE_802417,2025-03-15 00:05:17,STORE_102,Bindura,Seed Loaf,52,1.48,0,
SALE_805358,2025-05-28 15:50:10,STORE_034,Kwekwe,High Energy Brown,51,1.31,0,
SALE_811009,2025-07-07 08:23:43,STORE_180,Bindura,High Energy Brown,38,1.29,0,
SALE_804948,2025-05-20 06:15:20,STORE_045,Mutare,Wholegrain Brown,6,1.39,0,
SALE_805933,2025-04-19 11:12:00,STORE_108,Harare,Whole Wheat,30,1.43,0,
SALE_802919,2025-03-15 09:54:29,STORE_091,Chitungwiza,Seed Loaf,22,1.54,0,
SALE_810838,2025-01-27 08:16:04,STORE_188,Mutare,Family Loaf,57,2.17,0,
SALE_805598,2025-02-16 05:07:32,STORE_003,Gweru,High Energy Brown,34,1.27,0,
SALE_803698,2025-04-16 20:46:19,STORE_110,Harare,High Energy White,49,1.35,0,
SALE_812167,2025-06-11 09:29:21,STORE_139,Bindura,High Energy White,35,1.34,0,
SALE_809955,2025-06-07 17:42:10,STORE_006,Mutare,Soft White,8,1.24,0,
SALE_814084,2025-02-16 04:22:56,STORE_147,Mutare,Whole Wheat,41,1.43,0,
SALE_806880,2025-05-16 04:40:10,STORE_039,Bindura,Soft White,40,1.25,0,
SALE_809158,2025-04-08 09:47:12,STORE_112,Mutare,Wholegrain Brown,41,1.39,0,
SALE_810216,2025-03-19 13:02:22,STORE_142,Harare,Soft White,43,1.23,0,
SALE_804401,2025-07-25 21:44:47,STORE_053,Gweru,Wholegrain Brown,39,1.4,0,
SALE_810804,2025-01-08 17:57:42,STORE_002,Bindura,Wholegrain Brown,7,1.43,0,
SALE_805931,2025-02-21 18:54:05,STORE_003,Harare,Whole Wheat,91,1.47,0,
SALE_801522,2025-07-12 06:12:07,STORE_116,Harare,High Energy White,50,1.28,0,
SALE_811306,2025-07-17 08:27:02,STORE_059,Masvingo,Seed Loaf,41,1.49,0,
SALE_802562,2025-03-31 21:27:04,STORE_062,Bindura,Soft White,20,1.21,0,
SALE_802128,2025-02-28 05:57:41,STORE_013,Harare,Seed Loaf,10,1.5,0,
SALE_801086,2025-05-21 16:11:37,STORE_062,Chitungwiza,High Energy White,37,1.35,0,
SALE_801962,2025-06-23 07:45:28,STORE_065,Kwekwe,Wholegrain Brown,22,1.42,0,
SALE_805620,2025-04-27 13:04:39,STORE_099,Chitungwiza,Soft White,26,1.22,0,
SALE_814990,2025-01-26 20:41:27,STORE_017,Masvingo,High Energy White,18,1.32,0,
SALE_812837,2025-05-03 01:54:33,STORE_178,Bindura,Soft White,46,1.21,0,
SALE_803065,2025-06-01 16:39:44,STORE_075,Bulawayo,High Energy White,38,1.35,0,
SALE_812722,2025-04-22 06:42:59,STORE_049,Mutare,Wholegrain Brown,45,1.39,0,
SALE_813286,2025-03-09 13:24:31,STORE_074,Kwekwe,Family Loaf,9,2.21,0,
SALE_803615,2025-06-12 13:02:57,STORE_198,Kwekwe,High Energy White,23,1.33,0,
SALE_811373,2025-07-11 07:09:23,STORE_101,Bindura,High Energy White,8,1.34,0,
SALE_812363,2025-03-31 19:06:56,STORE_190,Mutare,Family Loaf,21,2.22,0,
SALE_808290,2025-05-10 17:52:19,STORE_094,Masvingo,Wholegrain Brown,21,1.45,0,
SALE_809068,2025-04-06 04:06:59,STORE_147,Chitungwiza,Wholegrain Brown,22,1.43,0,
SALE_801346,2025-05-19 10:47:53,STORE_139,Masvingo,Family Loaf,38,2.21,0,
SALE_808769,2025-02-23 17:01:15,STORE_113,Harare,Seed Loaf,56,1.54,0,
SALE_811193,2025-05-25 19:06:48,STORE_111,Bindura,Whole Wheat,60,1.31,1,Africa Day Promo
SALE_803570,2025-04-27 23:20:34,STORE_149,Bindura,Soft White,13,1.24,0,
SALE_801121,2025-05-16 15:44:17,STORE_182,Bindura,Whole Wheat,11,1.47,0,
SALE_801533,2025-03-09 13:26:36,STORE_160,Masvingo,Soft White,12,1.17,0,
SALE_802943,2025-01-26 06:58:52,STORE_089,Bindura,Family Loaf,12,2.18,0,
SALE_811828,2025-05-24 07:27:53,STORE_182,Mutare,Whole Wheat,22,1.46,0,
SALE_809360,2025-03-27 11:13:02,STORE_160,Mutare,Family Loaf,20,2.19,0,
SALE_807012,2025-05-15 23:40:07,STORE_180,Bindura,Wholegrain Brown,17,1.43,0,
SALE_806888,2025-05-21 05:48:26,STORE_009,Gweru,Family Loaf,37,2.23,0,
SALE_811336,2025-05-25 09:19:33,STORE_086,Kwekwe,Seed Loaf,60,1.33,1,Africa Day Promo
SALE_812464,2025-06-05 17:59:18,STORE_125,Harare,Whole Wheat,50,1.49,0,
SALE_814942,2025-06-11 13:45:05,STORE_016,Kwekwe,Seed Loaf,22,1.55,0,
SALE_804245,2025-05-16 03:18:09,STORE_130,Bindura,Wholegrain Brown,8,1.44,0,
SALE_801632,2025-06-21 22:37:11,STORE_104,Gweru,Seed Loaf,59,1.54,0,
SALE_804062,2025-04-20 13:04:16,STORE_126,Harare,Seed Loaf,44,1.5,0,
SALE_809375,2025-02-03 23:21:39,STORE_105,Chitungwiza,High Energy Brown,44,1.35,0,
SALE_813009,2025-04-12 22:15:41,STORE_001,Kwekwe,Whole Wheat,25,1.48,0,
SALE_811887,2025-01-26 10:32:36,STORE_096,Bindura,Soft White,45,1.23,0,
SALE_812459,2025-02-08 18:24:41,STORE_087,Harare,Soft White,41,1.2,0,
SALE_805767,2025-02-15 19:24:34,STORE_028,Chitungwiza,Whole Wheat,13,1.45,0,
SALE_803014,2025-07-25 04:35:18,STORE_085,Bindura,High Energy White,28,1.32,0,
SALE_810471,2025-06-13 06:02:36,STORE_141,Bindura,Family Loaf,24,2.23,0,
SALE_803728,2025-07-19 14:25:14,STORE_117,Gweru,Seed Loaf,25,1.48,0,
SALE_813317,2025-07-14 00:37:05,STORE_168,Chitungwiza,High Energy White,43,1.3,0,
SALE_803852,2025-05-29 01:20:36,STORE_177,Bulawayo,High Energy Brown,20,1.34,0,
SALE_806161,2025-07-18 05:40:41,STORE_097,Kwekwe,Soft White,41,1.23,0,
SALE_800099,2025-03-18 11:54:40,STORE_172,Mutare,Wholegrain Brown,20,1.39,0,
SALE_812061,2025-03-29 23:58:03,STORE_014,Masvingo,Soft White,33,1.17,0,
SALE_808122,2025-02-22 07:10:33,STORE_021,Kwekwe,Wholegrain Brown,43,1.43,0,
SALE_814315,2025-04-23 05:48:19,STORE_186,Harare,Wholegrain Brown,45,1.4,0,
SALE_811820,2025-04-08 09:42:22,STORE_132,Harare,Wholegrain Brown,23,1.41,0,
SALE_808373,2025-05-25 16:21:53,STORE_027,Gweru,Soft White,84,1.07,1,Africa Day Promo
SALE_801035,2025-01-03 10:50:30,STORE_194,Mutare,High Energy White,23,1.27,0,
