timestamp,route_id,plant_id,dispatch_delay_minutes,abs_delay,is_delayed_15,dispatch_delay_minutes,abs_delay,route_id_mean,route_id_std,route_id_zscore
2025-01-29 23:33:57,RT_028,Willowvale_Plant,43.0,43.0,True,43.0,43.0,14.97069597069597,15.431271435522905,1.8163962798801112
2025-01-31 21:24:46,,Willowvale_Plant,11.0,11.0,False,11.0,11.0,,,
2025-02-01 09:16:33,RT_037,Shepperton_Plant,43.0,43.0,True,43.0,43.0,14.88,15.664700991173028,1.7951188481571057
2025-02-01 18:24:46,RT_007,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,19.54708520179372,14.980656537498943,-1.972349150908888
2025-02-01 22:50:20,,Willowvale_Plant,-6.0,6.0,False,-6.0,6.0,,,
2025-02-02 00:08:51,,Willowvale_Plant,22.0,22.0,True,22.0,22.0,,,
2025-02-02 06:53:28,,Willowvale_Plant,22.0,22.0,True,22.0,22.0,,,
2025-02-04 05:09:11,,Shepperton_Plant,-9.0,9.0,False,-9.0,9.0,,,
2025-02-08 11:06:20,,Shepperton_Plant,7.0,7.0,False,7.0,7.0,,,
2025-02-11 19:35:14,,Shepperton_Plant,-1.0,1.0,False,-1.0,1.0,,,
2025-02-12 05:00:04,RT_005,Willowvale_Plant,43.0,43.0,True,43.0,43.0,15.914634146341463,17.12346609451762,1.5817688839486996
2025-02-14 07:27:51,RT_028,Willowvale_Plant,43.0,43.0,True,43.0,43.0,14.97069597069597,15.431271435522905,1.8163962798801112
2025-02-16 00:47:46,RT_039,Willowvale_Plant,44.0,44.0,True,44.0,44.0,14.311688311688311,16.334753354036618,1.8174937230365442
2025-02-16 03:35:38,,Shepperton_Plant,-1.0,1.0,False,-1.0,1.0,,,
2025-02-17 03:56:39,,Willowvale_Plant,22.0,22.0,True,22.0,22.0,,,
2025-02-17 08:16:57,RT_005,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,15.914634146341463,17.12346609451762,-1.5133988646515024
2025-02-17 13:30:04,RT_045,Willowvale_Plant,-10.0,10.0,False,-10.0,10.0,16.015444015444015,14.820101871196055,-1.7554160046637008
2025-02-18 00:03:33,RT_018,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,19.402489626556015,15.908325716720379,-1.848245387360447
2025-02-18 11:27:12,,Shepperton_Plant,42.0,42.0,True,42.0,42.0,,,
2025-02-18 14:17:05,RT_054,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,16.16810344827586,14.933683703012898,-1.7522872433006198
2025-02-19 13:32:58,,Shepperton_Plant,6.0,6.0,False,6.0,6.0,,,
2025-02-19 15:47:27,RT_005,Shepperton_Plant,44.0,44.0,True,44.0,44.0,15.914634146341463,17.12346609451762,1.6401682754317224
2025-02-19 20:01:05,RT_039,Shepperton_Plant,44.0,44.0,True,44.0,44.0,14.311688311688311,16.334753354036618,1.8174937230365442
2025-02-19 23:43:40,,Shepperton_Plant,38.0,38.0,True,38.0,38.0,,,
2025-02-20 06:54:59,,Shepperton_Plant,29.0,29.0,True,29.0,29.0,,,
2025-02-20 07:09:20,,Willowvale_Plant,34.0,34.0,True,34.0,34.0,,,
2025-02-21 16:40:30,RT_007,Shepperton_Plant,44.0,44.0,True,44.0,44.0,19.54708520179372,14.980656537498943,1.632299274534249
2025-02-22 23:58:17,RT_018,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,19.402489626556015,15.908325716720379,-1.848245387360447
2025-02-26 06:05:19,RT_007,Willowvale_Plant,-9.0,9.0,False,-9.0,9.0,19.54708520179372,14.980656537498943,-1.9055964022895706
2025-02-26 11:52:58,,Willowvale_Plant,39.0,39.0,True,39.0,39.0,,,
2025-02-27 18:22:41,,Shepperton_Plant,-6.0,6.0,False,-6.0,6.0,,,
2025-02-27 21:53:10,RT_005,Shepperton_Plant,44.0,44.0,True,44.0,44.0,15.914634146341463,17.12346609451762,1.6401682754317224
2025-02-28 00:54:37,RT_039,Willowvale_Plant,43.0,43.0,True,43.0,43.0,14.311688311688311,16.334753354036618,1.7562745556376753
2025-03-01 04:50:11,,Willowvale_Plant,31.0,31.0,True,31.0,31.0,,,
2025-03-01 13:53:01,,Shepperton_Plant,4.0,4.0,False,4.0,4.0,,,
2025-03-01 20:13:48,RT_018,Willowvale_Plant,-10.0,10.0,False,-10.0,10.0,19.402489626556015,15.908325716720379,-1.848245387360447
2025-03-02 14:46:36,RT_039,Willowvale_Plant,44.0,44.0,True,44.0,44.0,14.311688311688311,16.334753354036618,1.8174937230365442
2025-03-05 00:00:00,RT_054,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,16.16810344827586,14.933683703012898,-1.7522872433006198
2025-03-05 09:24:53,,Shepperton_Plant,9.0,9.0,False,9.0,9.0,,,
2025-03-05 23:12:51,,Shepperton_Plant,36.0,36.0,True,36.0,36.0,,,
2025-03-08 19:15:12,RT_018,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,19.402489626556015,15.908325716720379,-1.848245387360447
2025-03-09 16:07:46,RT_005,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,15.914634146341463,17.12346609451762,-1.5133988646515024
2025-03-11 06:02:39,RT_005,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,15.914634146341463,17.12346609451762,-1.5133988646515024
2025-03-11 10:32:46,,Willowvale_Plant,20.0,20.0,True,20.0,20.0,,,
2025-03-13 01:11:48,,Shepperton_Plant,35.0,35.0,True,35.0,35.0,,,
2025-03-14 13:40:16,RT_005,Shepperton_Plant,43.0,43.0,True,43.0,43.0,15.914634146341463,17.12346609451762,1.5817688839486996
2025-03-14 19:55:18,,Shepperton_Plant,-3.0,3.0,False,-3.0,3.0,,,
2025-03-15 13:44:47,RT_054,Willowvale_Plant,44.0,44.0,True,44.0,44.0,16.16810344827586,14.933683703012898,1.8636993460701865
2025-03-18 06:03:29,RT_039,Shepperton_Plant,43.0,43.0,True,43.0,43.0,14.311688311688311,16.334753354036618,1.7562745556376753
2025-03-18 14:36:31,RT_007,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,19.54708520179372,14.980656537498943,-1.972349150908888
2025-03-18 22:49:21,,Willowvale_Plant,33.0,33.0,True,33.0,33.0,,,
2025-03-21 16:09:44,,Willowvale_Plant,-4.0,4.0,False,-4.0,4.0,,,
2025-03-22 17:56:50,,Shepperton_Plant,19.0,19.0,True,19.0,19.0,,,
2025-03-24 10:16:22,RT_007,Willowvale_Plant,-7.0,7.0,False,-7.0,7.0,19.54708520179372,14.980656537498943,-1.772090905050936
2025-03-26 20:13:15,,Willowvale_Plant,-4.0,4.0,False,-4.0,4.0,,,
2025-03-29 14:19:30,RT_005,Willowvale_Plant,-10.0,10.0,False,-10.0,10.0,15.914634146341463,17.12346609451762,-1.5133988646515024
2025-04-03 07:45:26,RT_045,Shepperton_Plant,43.0,43.0,True,43.0,43.0,16.015444015444015,14.820101871196055,1.8208077258228859
2025-04-06 01:48:11,RT_005,Willowvale_Plant,43.0,43.0,True,43.0,43.0,15.914634146341463,17.12346609451762,1.5817688839486996
2025-04-06 07:24:39,,Shepperton_Plant,-2.0,2.0,False,-2.0,2.0,,,
2025-04-09 00:42:35,RT_037,Shepperton_Plant,44.0,44.0,True,44.0,44.0,14.88,15.664700991173028,1.8589566450332473
2025-04-09 16:35:15,RT_063,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,18.990909090909092,16.668399245769084,-1.7392737396944589
2025-04-13 02:23:57,RT_045,Shepperton_Plant,43.0,43.0,True,43.0,43.0,16.015444015444015,14.820101871196055,1.8208077258228859
2025-04-13 12:13:52,RT_048,Shepperton_Plant,44.0,44.0,True,44.0,44.0,15.44,15.406608044231257,1.8537500219390477
2025-04-13 17:06:05,,Shepperton_Plant,25.0,25.0,True,25.0,25.0,,,
2025-04-14 13:11:34,,Shepperton_Plant,36.0,36.0,True,36.0,36.0,,,
2025-04-16 05:57:12,,Shepperton_Plant,15.0,15.0,False,15.0,15.0,,,
2025-04-17 19:27:00,,Shepperton_Plant,43.0,43.0,True,43.0,43.0,,,
2025-04-17 22:53:52,RT_045,Willowvale_Plant,43.0,43.0,True,43.0,43.0,16.015444015444015,14.820101871196055,1.8208077258228859
2025-04-18 18:31:27,,Willowvale_Plant,7.0,7.0,False,7.0,7.0,,,
2025-04-20 16:06:33,RT_005,Willowvale_Plant,44.0,44.0,True,44.0,44.0,15.914634146341463,17.12346609451762,1.6401682754317224
2025-04-26 19:24:38,RT_045,Shepperton_Plant,43.0,43.0,True,43.0,43.0,16.015444015444015,14.820101871196055,1.8208077258228859
2025-04-27 08:05:26,RT_023,Willowvale_Plant,44.0,44.0,True,44.0,44.0,15.258373205741627,15.69021740897229,1.8318182626215727
2025-05-01 00:24:08,RT_028,Shepperton_Plant,43.0,43.0,True,43.0,43.0,14.97069597069597,15.431271435522905,1.8163962798801112
2025-05-02 06:42:22,,Willowvale_Plant,33.0,33.0,True,33.0,33.0,,,
2025-05-05 12:58:21,,Willowvale_Plant,21.0,21.0,True,21.0,21.0,,,
2025-05-10 01:49:13,RT_054,Willowvale_Plant,-10.0,10.0,False,-10.0,10.0,16.16810344827586,14.933683703012898,-1.7522872433006198
2025-05-12 07:04:19,,Willowvale_Plant,12.0,12.0,False,12.0,12.0,,,
2025-05-12 18:58:39,RT_034,Shepperton_Plant,44.0,44.0,True,44.0,44.0,14.790598290598291,16.28168608548989,1.7940034930063475
2025-05-12 21:48:25,,Shepperton_Plant,1.0,1.0,False,1.0,1.0,,,
2025-05-13 01:16:39,,Willowvale_Plant,11.0,11.0,False,11.0,11.0,,,
2025-05-13 15:11:38,RT_037,Shepperton_Plant,43.0,43.0,True,43.0,43.0,14.88,15.664700991173028,1.7951188481571057
2025-05-16 15:41:17,,Willowvale_Plant,17.0,17.0,True,17.0,17.0,,,
2025-05-18 00:36:23,,Willowvale_Plant,39.0,39.0,True,39.0,39.0,,,
2025-05-18 11:34:34,RT_028,Willowvale_Plant,44.0,44.0,True,44.0,44.0,14.97069597069597,15.431271435522905,1.8811997540577472
2025-05-19 10:47:53,,Willowvale_Plant,6.0,6.0,False,6.0,6.0,,,
2025-05-25 00:04:03,,Shepperton_Plant,14.0,14.0,False,14.0,14.0,,,
2025-05-25 02:10:36,,Shepperton_Plant,4.0,4.0,False,4.0,4.0,,,
2025-05-25 13:22:50,RT_039,Shepperton_Plant,43.0,43.0,True,43.0,43.0,14.311688311688311,16.334753354036618,1.7562745556376753
2025-05-26 04:12:22,RT_023,Willowvale_Plant,44.0,44.0,True,44.0,44.0,15.258373205741627,15.69021740897229,1.8318182626215727
2025-05-26 19:36:27,RT_037,Shepperton_Plant,44.0,44.0,True,44.0,44.0,14.88,15.664700991173028,1.8589566450332473
2025-05-27 19:42:08,RT_054,Shepperton_Plant,44.0,44.0,True,44.0,44.0,16.16810344827586,14.933683703012898,1.8636993460701865
2025-05-31 12:10:57,RT_023,Willowvale_Plant,44.0,44.0,True,44.0,44.0,15.258373205741627,15.69021740897229,1.8318182626215727
2025-06-01 07:14:42,,Willowvale_Plant,22.0,22.0,True,22.0,22.0,,,
2025-06-02 03:00:08,RT_063,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,18.990909090909092,16.668399245769084,-1.7392737396944589
2025-06-03 20:07:46,,Willowvale_Plant,-9.0,9.0,False,-9.0,9.0,,,
2025-06-05 02:35:15,RT_007,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,19.54708520179372,14.980656537498943,-1.972349150908888
2025-06-06 13:31:29,,Shepperton_Plant,13.0,13.0,False,13.0,13.0,,,
2025-06-08 16:20:25,RT_028,Willowvale_Plant,43.0,43.0,True,43.0,43.0,14.97069597069597,15.431271435522905,1.8163962798801112
2025-06-09 22:19:50,RT_023,Willowvale_Plant,44.0,44.0,True,44.0,44.0,15.258373205741627,15.69021740897229,1.8318182626215727
2025-06-10 00:39:42,RT_045,Willowvale_Plant,-10.0,10.0,False,-10.0,10.0,16.015444015444015,14.820101871196055,-1.7554160046637008
2025-06-10 19:18:56,RT_037,Willowvale_Plant,44.0,44.0,True,44.0,44.0,14.88,15.664700991173028,1.8589566450332473
2025-06-11 19:45:28,,Willowvale_Plant,11.0,11.0,False,11.0,11.0,,,
2025-06-12 11:59:54,RT_007,Shepperton_Plant,-7.0,7.0,False,-7.0,7.0,19.54708520179372,14.980656537498943,-1.772090905050936
2025-06-12 11:59:54,RT_007,Shepperton_Plant,-7.0,7.0,False,-7.0,7.0,19.54708520179372,14.980656537498943,-1.772090905050936
2025-06-12 17:34:13,,Shepperton_Plant,-9.0,9.0,False,-9.0,9.0,,,
2025-06-13 21:45:20,,Shepperton_Plant,8.0,8.0,False,8.0,8.0,,,
2025-06-15 14:26:41,RT_007,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,19.54708520179372,14.980656537498943,-1.972349150908888
2025-06-18 05:06:12,,Willowvale_Plant,8.0,8.0,False,8.0,8.0,,,
2025-06-19 08:07:10,RT_028,Willowvale_Plant,44.0,44.0,True,44.0,44.0,14.97069597069597,15.431271435522905,1.8811997540577472
2025-06-20 11:40:30,RT_063,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,18.990909090909092,16.668399245769084,-1.7392737396944589
2025-06-21 23:27:54,,Shepperton_Plant,35.0,35.0,True,35.0,35.0,,,
2025-06-24 19:20:23,RT_045,Willowvale_Plant,44.0,44.0,True,44.0,44.0,16.015444015444015,14.820101871196055,1.888283645266029
2025-06-25 10:47:10,RT_045,Shepperton_Plant,43.0,43.0,True,43.0,43.0,16.015444015444015,14.820101871196055,1.8208077258228859
2025-06-27 18:31:28,,Willowvale_Plant,37.0,37.0,True,37.0,37.0,,,
2025-06-28 05:08:38,RT_039,Shepperton_Plant,44.0,44.0,True,44.0,44.0,14.311688311688311,16.334753354036618,1.8174937230365442
2025-06-29 08:22:17,RT_028,Willowvale_Plant,43.0,43.0,True,43.0,43.0,14.97069597069597,15.431271435522905,1.8163962798801112
2025-07-02 10:50:09,RT_007,Shepperton_Plant,-7.0,7.0,False,-7.0,7.0,19.54708520179372,14.980656537498943,-1.772090905050936
2025-07-03 15:25:57,,Shepperton_Plant,32.0,32.0,True,32.0,32.0,,,
2025-07-05 17:11:47,RT_007,Shepperton_Plant,44.0,44.0,True,44.0,44.0,19.54708520179372,14.980656537498943,1.632299274534249
2025-07-06 04:13:21,RT_045,Shepperton_Plant,43.0,43.0,True,43.0,43.0,16.015444015444015,14.820101871196055,1.8208077258228859
2025-07-06 08:00:48,RT_045,Shepperton_Plant,-10.0,10.0,False,-10.0,10.0,16.015444015444015,14.820101871196055,-1.7554160046637008
2025-07-08 15:48:01,RT_045,Shepperton_Plant,43.0,43.0,True,43.0,43.0,16.015444015444015,14.820101871196055,1.8208077258228859
2025-07-09 00:28:04,RT_063,Willowvale_Plant,-10.0,10.0,False,-10.0,10.0,18.990909090909092,16.668399245769084,-1.7392737396944589
2025-07-10 06:03:33,,Shepperton_Plant,42.0,42.0,True,42.0,42.0,,,
2025-07-12 01:40:35,RT_007,Shepperton_Plant,44.0,44.0,True,44.0,44.0,19.54708520179372,14.980656537498943,1.632299274534249
2025-07-13 03:05:12,RT_028,Shepperton_Plant,43.0,43.0,True,43.0,43.0,14.97069597069597,15.431271435522905,1.8163962798801112
2025-07-13 09:17:46,,Willowvale_Plant,24.0,24.0,True,24.0,24.0,,,
2025-07-16 23:06:02,RT_028,Shepperton_Plant,43.0,43.0,True,43.0,43.0,14.97069597069597,15.431271435522905,1.8163962798801112
2025-07-17 18:26:19,RT_028,Willowvale_Plant,43.0,43.0,True,43.0,43.0,14.97069597069597,15.431271435522905,1.8163962798801112
2025-07-17 23:41:53,,Willowvale_Plant,16.0,16.0,True,16.0,16.0,,,
2025-07-23 02:16:29,RT_037,Willowvale_Plant,44.0,44.0,True,44.0,44.0,14.88,15.664700991173028,1.8589566450332473
2025-07-23 12:23:00,,Willowvale_Plant,-4.0,4.0,False,-4.0,4.0,,,
2025-07-26 05:53:13,RT_034,Willowvale_Plant,44.0,44.0,True,44.0,44.0,14.790598290598291,16.28168608548989,1.7940034930063475
2025-07-29 11:50:36,RT_028,Willowvale_Plant,43.0,43.0,True,43.0,43.0,14.97069597069597,15.431271435522905,1.8163962798801112
