dispatch_id,timestamp,plant_id,route_id,vehicle_id,sku,qty_dispatched,retailer_id,dispatch_delay_minutes,hour,dayofweek,is_weekend,abs_delay,is_delayed_15,route_id_mean_7D,route_id_median_7D,route_id_std_7D,route_id_count_7D,route_id_mean_30D,route_id_median_30D,route_id_std_30D,route_id_count_30D,plant_id_mean_7D,plant_id_median_7D,plant_id_std_7D,plant_id_count_7D,plant_id_mean_30D,plant_id_median_30D,plant_id_std_30D,plant_id_count_30D,route_id_mean,route_id_std,route_id_zscore
DSP_115057,2025-06-20 09:06:37,Willowvale_Plant,RT_024,TRUCK_061,High Energy White,105,STORE_061,10.0,9.0,Friday,False,10.0,False,15.083333333333334,17.5,13.358404459252228,12,16.675,17.5,16.45255416224297,40,17.876923076923077,17.5,15.219128070354717,260,17.624343257443083,18.0,15.800349546756491,1142,16.39622641509434,16.19500785833189,-0.39495049777352564
DSP_109510,2025-01-31 15:29:25,Willowvale_Plant,RT_040,TRUCK_009,High Energy Brown,406,STORE_038,35.0,15.0,Friday,False,35.0,True,23.0,26.0,14.48151531139907,8,16.636363636363637,19.0,15.71388355447617,33,17.87837837837838,17.5,16.013513532842012,296,17.57622739018088,18.0,16.13353500065053,1161,17.633802816901408,15.030069957362128,1.155430229690459
DSP_100981,2025-07-11 10:51:11,Shepperton_Plant,RT_026,TRUCK_069,Seed Loaf,376,STORE_170,23.0,10.0,Friday,False,23.0,True,16.22222222222222,16.0,13.358309939675925,9,17.88888888888889,17.5,13.650280536683438,36,15.541125541125542,15.0,15.416445102461697,231,17.083544303797467,17.0,15.939940303738927,1185,18.74468085106383,16.232377802007644,0.2621500805883083
DSP_112926,2025-06-22 16:58:35,Shepperton_Plant,RT_005,TRUCK_003,High Energy White,378,STORE_149,12.0,16.0,Sunday,True,12.0,False,26.0,31.0,9.678154093971964,7,19.903225806451612,20.0,13.665906089510184,31,17.20242914979757,16.0,16.096239845525243,247,17.158514492753625,17.0,16.078999778427658,1104,15.914634146341463,17.12346609451762,-0.2286122520250034
DSP_102608,2025-01-13 02:36:01,Shepperton_Plant,RT_043,TRUCK_044,Wholegrain Brown,388,STORE_189,-1.0,2.0,Monday,False,1.0,False,18.77777777777778,14.0,14.280911891207946,9,17.70967741935484,16.0,14.059856681078697,31,16.035971223021583,16.0,15.793299347760664,278,17.12639724849527,17.0,15.673915195629547,1163,17.5,15.88079251219695,-1.164929268220803
DSP_114145,2025-02-05 20:59:46,Shepperton_Plant,RT_047,TRUCK_054,High Energy White,417,STORE_009,7.0,20.0,Wednesday,False,7.0,False,19.214285714285715,20.0,12.472607348342779,14,19.63157894736842,20.5,15.089679760597393,38,17.50561797752809,17.0,15.575518380810161,267,17.2,17.0,15.853760384678797,1130,16.235294117647058,15.948918749328264,-0.5790545592964432
DSP_111479,2025-01-21 00:02:57,Shepperton_Plant,RT_057,TRUCK_083,High Energy White,202,STORE_166,-4.0,0.0,Tuesday,False,4.0,False,9.0,17.0,16.52271164185834,3,15.35,17.5,12.712509380010001,20,17.772881355932203,19.0,16.634504653608126,295,17.129139072847682,17.0,15.772088817616522,1208,16.932806324110672,15.942836589574158,-1.3129913366734067
DSP_103065,2025-05-11 19:51:11,Shepperton_Plant,RT_037,TRUCK_084,Soft White,259,STORE_063,-2.0,19.0,Sunday,True,2.0,False,22.818181818181817,27.0,16.16674476707158,11,23.205882352941178,25.5,14.328990346475075,34,18.317857142857143,19.0,16.50900815404775,280,17.384166666666665,17.0,15.769394751053964,1200,14.88,15.664700991173028,-1.0775820112692729
DSP_114887,2025-03-08 19:11:26,Willowvale_Plant,RT_032,TRUCK_006,High Energy White,539,STORE_151,-5.0,19.0,Saturday,True,5.0,False,,,,0,,,,0,17.337448559670783,16.0,16.088383111711458,243,17.894568690095845,17.0,16.258678231708195,313,18.619246861924687,15.456954523057858,-1.5280660124017806
DSP_113371,2025-04-10 16:28:48,Shepperton_Plant,RT_001,TRUCK_021,Seed Loaf,176,STORE_169,38.0,16.0,Thursday,False,38.0,True,21.0,17.5,14.817407180595223,10,17.0,12.0,16.900638418336992,39,16.923387096774192,16.0,15.218987761383149,248,17.63406113537118,18.0,15.845453110576402,1145,17.009049773755656,15.269396294021423,1.3747072786671426
DSP_106148,2025-06-17 23:46:58,Willowvale_Plant,RT_025,TRUCK_043,Whole Wheat,469,STORE_051,37.0,23.0,Tuesday,False,37.0,True,11.166666666666666,12.5,15.664184200483186,6,13.482758620689655,13.0,15.740350081546953,29,17.549407114624508,18.0,15.657625609474,253,17.410791993037424,18.0,15.686444862395733,1149,18.518218623481783,16.133798792611262,1.1455319118633271
DSP_110210,2025-05-14 05:38:23,Shepperton_Plant,RT_007,TRUCK_009,High Energy Brown,136,STORE_157,30.0,5.0,Wednesday,False,30.0,True,19.0,21.0,14.821156050277141,13,20.714285714285715,21.5,15.61768510093887,14,18.0,20.0,16.016484563654338,289,17.938666666666666,19.0,15.866554921040315,375,19.54708520179372,14.980656537498943,0.6977607938638062
DSP_114298,2025-01-10 18:49:37,Shepperton_Plant,RT_015,TRUCK_043,High Energy White,542,STORE_005,5.0,18.0,Friday,False,5.0,False,24.5,19.5,14.06769348542965,6,20.129032258064516,19.0,15.407231928510859,31,16.142335766423358,17.0,15.596497317992386,274,16.163716814159294,16.0,16.157953515690625,1130,17.0,16.401879313714176,-0.7316234786562773
DSP_111636,2025-03-05 04:07:56,Shepperton_Plant,RT_040,TRUCK_005,High Energy Brown,76,STORE_075,41.0,4.0,Wednesday,False,41.0,True,3.625,0.0,12.339686265981696,8,14.966666666666667,17.5,15.477421449086531,30,17.901574803149607,18.0,15.47796334434377,254,17.110418521816563,17.0,15.846194460498781,1123,17.633802816901408,15.030069957362128,1.5546299684156297
DSP_106400,2025-07-26 11:59:43,Willowvale_Plant,RT_024,TRUCK_046,High Energy Brown,231,STORE_171,8.0,11.0,Saturday,True,8.0,False,16.8,15.0,12.942608358098104,10,18.822222222222223,19.0,14.555987348056048,45,15.876325088339222,16.0,15.313354781826346,283,16.178540017590148,16.0,16.011735253379722,1137,16.39622641509434,16.19500785833189,-0.5184453436850115
DSP_112109,2025-07-03 14:24:05,Willowvale_Plant,RT_017,TRUCK_074,Family Loaf,168,STORE_130,22.0,14.0,Thursday,False,22.0,True,16.0,18.0,17.123083834403197,11,12.738095238095237,11.0,16.085229588586486,42,15.871428571428572,16.0,15.379240701245628,280,16.19173262972735,16.0,15.996318961649207,1137,16.965065502183407,16.073804629918154,0.31323850287722643
DSP_106822,2025-04-29 23:19:44,Willowvale_Plant,RT_037,TRUCK_048,Family Loaf,212,STORE_121,37.0,23.0,Tuesday,False,37.0,True,22.0,21.0,10.796824930109242,15,17.80851063829787,19.0,15.636688042899983,47,18.220588235294116,19.0,14.806845517916601,272,17.514431239388795,18.0,15.706533787789054,1178,14.88,15.664700991173028,1.4120920669002552
DSP_113052,2025-01-28 00:15:31,Willowvale_Plant,RT_069,TRUCK_007,Family Loaf,440,STORE_109,31.0,0.0,Tuesday,False,31.0,True,28.375,38.0,18.275178326274773,8,20.615384615384617,24.0,18.931617834885486,26,17.74,17.0,16.06651308807751,300,17.02758620689655,17.0,16.09605327970939,1160,18.768558951965066,15.019684981695196,0.8143606915152779
DSP_113036,2025-01-06 00:17:53,Shepperton_Plant,RT_005,TRUCK_026,Soft White,514,STORE_122,17.0,0.0,Monday,False,17.0,True,15.0,21.0,15.620499351813306,5,15.95,17.5,16.037702289818267,20,17.761194029850746,18.0,15.865624444641027,268,17.998646820027062,18.0,15.924661664064715,739,15.914634146341463,17.12346609451762,0.06338470539011001
DSP_112539,2025-04-25 23:08:37,Willowvale_Plant,RT_057,TRUCK_024,Family Loaf,417,STORE_023,11.0,23.0,Friday,False,11.0,False,13.454545454545455,17.0,17.506362479759378,11,20.41176470588235,25.5,17.70142546401589,34,16.23954372623574,15.0,16.396553904515745,263,16.871205151793927,17.0,16.356524166228493,1087,16.932806324110672,15.942836589574158,-0.3721299086757522
DSP_101732,2025-03-11 07:03:49,Willowvale_Plant,RT_044,TRUCK_003,Family Loaf,366,STORE_049,24.0,7.0,Tuesday,False,24.0,True,24.8,19.0,12.959766801742818,10,16.4,15.5,16.073229854286232,40,16.845559845559844,17.0,16.58730980260762,259,17.25577264653641,17.0,15.930134615537739,1126,17.318181818181817,15.355334807614641,0.43514636870729123
DSP_104263,2025-01-14 17:33:50,Willowvale_Plant,RT_018,TRUCK_003,Soft White,285,STORE_131,27.0,17.0,Tuesday,False,27.0,True,28.0,28.0,0.0,1,28.0,28.0,0.0,1,21.220338983050848,24.0,16.258756576083876,59,21.220338983050848,24.0,16.258756576083876,59,19.402489626556015,15.908325716720379,0.4775807654892717
DSP_107523,2025-04-10 13:35:41,Shepperton_Plant,RT_062,TRUCK_019,Family Loaf,112,STORE_174,0.0,13.0,Thursday,False,0.0,False,13.5,14.0,13.856406460551016,16,15.472222222222221,16.0,13.374786751007305,36,18.333333333333332,19.0,16.69839024977553,288,17.312292358803987,17.0,15.734934952181044,1204,18.10091743119266,15.762900475880251,-1.148324032045368
DSP_102677,2025-04-23 13:18:20,Shepperton_Plant,RT_001,TRUCK_010,Seed Loaf,217,STORE_169,-8.0,13.0,Wednesday,False,8.0,False,14.666666666666666,8.0,16.271140095272983,9,14.735294117647058,9.5,16.999659218561916,34,16.760162601626018,15.0,14.835815680717696,246,16.513020833333332,16.0,15.643781284104573,1152,17.009049773755656,15.269396294021423,-1.6378545223525107
DSP_108872,2025-02-26 23:49:51,Shepperton_Plant,RT_026,TRUCK_027,High Energy White,214,STORE_065,34.0,23.0,Wednesday,False,34.0,True,16.714285714285715,12.0,15.649433277430909,7,18.875,12.5,15.724753007372076,8,16.62020905923345,16.0,15.734866498714407,287,17.239819004524886,17.5,15.91036251445315,442,18.74468085106383,16.232377802007644,0.9398080389090852
DSP_101609,2025-01-10 06:15:01,Willowvale_Plant,RT_061,TRUCK_032,High Energy White,61,STORE_178,-1.0,6.0,Friday,False,1.0,False,20.333333333333332,28.5,15.24029745991418,6,19.347826086956523,18.0,16.601228584470306,23,17.35433070866142,18.0,16.271669678777915,254,17.37942955920484,17.0,16.13439529201579,1157,17.91063829787234,16.24243721505033,-1.1642734429257722
DSP_114844,2025-02-28 18:11:43,Willowvale_Plant,RT_013,TRUCK_004,Whole Wheat,391,STORE_157,42.0,18.0,Friday,False,42.0,True,11.5,10.0,16.473885057535437,10,15.733333333333333,18.0,17.03937293109865,30,17.576335877862597,17.5,15.939778103423198,262,17.488636363636363,18.0,15.669426580844151,1144,17.04366812227074,15.757143091807276,1.5838107030141133
DSP_104564,2025-03-15 20:11:18,Willowvale_Plant,RT_033,TRUCK_004,Whole Wheat,324,STORE_192,-6.0,20.0,Saturday,True,6.0,False,12.142857142857142,8.0,18.658586686639907,7,14.5,12.5,15.157200953366686,28,16.05072463768116,17.0,16.003100819423334,276,16.617467248908298,17.0,15.69860497385102,1145,17.192622950819672,15.623390020272861,-1.4844808278308996
DSP_111884,2025-06-03 12:06:26,Willowvale_Plant,RT_044,TRUCK_051,High Energy White,154,STORE_160,17.0,12.0,Tuesday,False,17.0,True,14.571428571428571,19.0,9.289010404005062,7,18.428571428571427,22.0,17.292102437896002,35,16.47653429602888,16.0,15.5909088933035,277,17.367736339982653,17.0,15.791998671527782,1153,17.318181818181817,15.355334807614641,-0.020721255652728043
DSP_115085,2025-02-04 00:45:22,Shepperton_Plant,RT_030,TRUCK_054,Whole Wheat,434,STORE_176,29.0,0.0,Tuesday,False,29.0,True,17.416666666666668,22.0,20.26397759273307,12,22.4375,27.5,16.54697613930832,32,15.8,15.0,15.387628682349474,250,17.137785291631445,17.0,15.97471937313168,1183,17.86234817813765,14.92682964477497,0.7461498581355488
DSP_110753,2025-01-13 14:04:22,Shepperton_Plant,RT_033,TRUCK_055,High Energy White,40,STORE_178,7.0,14.0,Monday,False,7.0,False,11.833333333333334,12.0,14.797522315126493,6,13.483870967741936,14.0,15.916178284462502,31,17.58041958041958,18.0,14.9843954329163,286,17.37987857762359,18.0,15.57005933048072,1153,17.192622950819672,15.623390020272861,-0.6523950907961561
DSP_109336,2025-06-02 05:51:05,Shepperton_Plant,RT_016,TRUCK_051,Whole Wheat,432,STORE_065,-7.0,5.0,Monday,False,7.0,False,14.5,10.0,20.534523775015227,4,15.75,13.5,16.470175064845748,16,16.385826771653544,17.0,15.561961958110656,254,17.83204134366925,18.0,15.795412037448482,1161,17.263636363636362,16.17494385258534,-1.5000754614525698
DSP_110264,2025-04-28 16:07:07,Willowvale_Plant,RT_059,TRUCK_067,Wholegrain Brown,413,STORE_067,23.0,16.0,Monday,False,23.0,True,19.5,27.0,18.727807379155976,14,17.9,24.0,18.31182887979999,40,17.346007604562736,19.0,15.333881223918944,263,16.508520179372198,16.0,16.045118976211107,1115,17.216450216450216,16.378827463630607,0.3531113442883643
DSP_105965,2025-02-07 17:14:41,Willowvale_Plant,RT_062,TRUCK_040,Family Loaf,61,STORE_149,41.0,17.0,Friday,False,41.0,True,24.785714285714285,26.0,12.367317795324475,14,21.62857142857143,19.0,14.371306613579456,35,17.62962962962963,18.0,15.375227862785513,270,17.15693112467306,17.0,15.703340325550803,1147,18.10091743119266,15.762900475880251,1.4527201135252097
DSP_105394,2025-07-30 14:00:07,Shepperton_Plant,RT_039,TRUCK_001,Family Loaf,235,STORE_110,15.0,14.0,Wednesday,False,15.0,False,20.857142857142858,19.0,15.96275426765456,7,19.833333333333332,21.0,18.002075231585906,30,18.173584905660377,18.0,16.03263895062149,265,17.041446208112873,17.0,15.761714483185024,1134,14.311688311688311,16.334753354036618,0.04213786846935125
DSP_102000,2025-03-25 22:56:57,Shepperton_Plant,RT_016,TRUCK_079,Soft White,66,STORE_088,-9.0,22.0,Tuesday,False,9.0,False,18.11111111111111,20.0,10.959521481849075,9,15.423076923076923,16.0,15.26085994149236,26,15.52155172413793,15.0,15.471506031425342,232,17.120777027027028,17.0,15.940499277994064,1184,17.263636363636362,16.17494385258534,-1.623723494993059
DSP_112665,2025-04-11 10:55:22,Shepperton_Plant,RT_069,TRUCK_062,Whole Wheat,326,STORE_188,-7.0,10.0,Friday,False,7.0,False,20.11111111111111,27.0,21.62431758717744,9,13.731707317073171,13.0,18.909024816531264,41,16.949820788530467,16.0,16.087585978935426,279,17.11617900172117,17.0,15.704454835060904,1162,18.768558951965066,15.019684981695196,-1.7156524243597484
DSP_104866,2025-02-18 19:20:03,Willowvale_Plant,RT_037,,Family Loaf,380,STORE_188,3.0,19.0,Tuesday,False,3.0,False,17.466666666666665,17.0,17.439145894332366,15,14.095238095238095,8.5,15.138079144522614,42,17.456953642384107,17.0,16.46973872527757,302,17.088607594936708,17.0,15.782883309980576,1185,14.88,15.664700991173028,-0.7583930268885639
DSP_102746,2025-07-27 15:10:05,Shepperton_Plant,RT_064,TRUCK_030,Family Loaf,127,STORE_135,43.0,15.0,Sunday,True,43.0,True,13.0,19.0,15.874507866387518,3,20.0,19.5,14.164447710636953,20,15.738805970149254,15.0,15.776733024805678,268,16.32948717948718,16.0,15.894562806906182,780,17.474789915966387,16.11788700795635,1.5836573411535568
DSP_100823,2025-07-03 18:11:36,Shepperton_Plant,RT_059,TRUCK_054,High Energy Brown,37,STORE_176,4.0,18.0,Thursday,False,4.0,False,16.875,17.0,12.988318927845459,8,17.41176470588235,18.0,13.062631930096494,17,14.219123505976096,13.0,16.051286329409404,251,16.313521545319464,16.0,16.005339834107378,673,17.216450216450216,16.378827463630607,-0.806922854874533
DSP_109759,2025-03-13 21:03:59,Willowvale_Plant,RT_001,TRUCK_013,Seed Loaf,261,STORE_191,-5.0,21.0,Thursday,False,5.0,False,27.0,32.0,11.856282240712227,8,23.275862068965516,24.0,13.593319135632514,29,16.31654676258993,14.0,15.86610763311546,278,17.258232235701907,17.0,15.656189164181473,1154,17.009049773755656,15.269396294021423,-1.4413831005468813
DSP_115420,2025-01-24 16:55:49,Shepperton_Plant,RT_054,TRUCK_084,Soft White,119,STORE_145,15.0,16.0,Friday,False,15.0,False,12.666666666666666,10.0,14.543039572249006,9,17.866666666666667,16.0,14.267719372483956,30,18.00854700854701,18.0,16.272357733467324,234,17.644545454545455,17.5,16.307777310047832,1100,16.16810344827586,14.933683703012898,-0.07821937785117239
DSP_109813,2025-02-14 04:52:08,Willowvale_Plant,RT_050,TRUCK_039,Family Loaf,142,STORE_124,20.0,4.0,Friday,False,20.0,True,16.4,13.0,20.67123605399542,5,17.625,16.5,15.179541437766487,24,16.846743295019156,17.0,16.23882689631441,261,17.076470588235296,17.0,15.96226735530853,1190,16.502392344497608,15.763310737374246,0.2218828083626931
DSP_105438,2025-02-23 02:56:04,Shepperton_Plant,RT_013,TRUCK_044,Whole Wheat,312,STORE_044,28.0,2.0,Sunday,True,28.0,True,24.583333333333332,30.0,17.191215163212828,12,18.555555555555557,21.5,17.319591622444626,36,17.17391304347826,18.0,15.544655058803075,253,17.459555555555557,18.0,15.842626005011898,1125,17.04366812227074,15.757143091807276,0.6953247688298181
DSP_101938,2025-07-21 19:55:18,Willowvale_Plant,RT_013,TRUCK_007,Wholegrain Brown,224,STORE_187,17.0,19.0,Monday,False,17.0,True,19.636363636363637,17.0,17.676383834216345,11,17.818181818181817,16.0,16.812299339796116,33,17.653386454183266,18.0,16.11072246940085,251,17.70062001771479,18.0,15.998803411760031,1129,17.04366812227074,15.757143091807276,-0.0027713223149852606
DSP_102339,2025-07-20 21:05:04,Shepperton_Plant,RT_062,TRUCK_074,Family Loaf,244,STORE_004,29.0,21.0,Sunday,True,29.0,True,24.857142857142858,21.0,16.415729970859978,7,17.64864864864865,18.0,16.598554515740584,37,17.646853146853147,17.0,16.302118274568137,286,17.201022146507665,17.0,15.680705798327313,1174,18.10091743119266,15.762900475880251,0.6914389001874797
DSP_108808,2025-06-04 02:48:22,Willowvale_Plant,RT_034,TRUCK_023,Family Loaf,350,STORE_128,-6.0,2.0,Wednesday,False,6.0,False,20.22222222222222,23.0,14.91457154746473,9,17.470588235294116,21.0,16.317619491897492,17,17.988888888888887,17.0,15.85400007769158,270,18.21846846846847,18.0,16.043944207406746,444,14.790598290598291,16.28168608548989,-1.2769315279408748
DSP_106046,2025-01-11 07:08:14,Willowvale_Plant,RT_040,TRUCK_066,High Energy Brown,249,STORE_087,28.0,7.0,Saturday,True,28.0,True,20.0,13.0,11.789826122551597,5,17.25,17.0,15.982919123354907,28,16.83539094650206,17.0,15.440557257460304,243,17.131202691337258,17.0,15.889971330124597,1189,17.633802816901408,15.030069957362128,0.6896972011777598
DSP_102170,2025-03-19 12:52:24,Shepperton_Plant,RT_037,TRUCK_050,Wholegrain Brown,195,STORE_024,-1.0,12.0,Wednesday,False,1.0,False,14.454545454545455,16.0,10.595882562237433,11,15.029411764705882,16.5,14.534150576377929,34,16.06028368794326,16.0,15.32726911641218,282,17.104895104895103,17.0,15.635038510036894,1144,14.88,15.664700991173028,-1.013744214393131
DSP_112885,2025-02-27 20:48:02,Willowvale_Plant,RT_009,TRUCK_008,Soft White,256,STORE_078,19.0,20.0,Thursday,False,19.0,True,27.625,33.5,16.46587380007513,8,25.70967741935484,28.0,14.434203703673427,31,16.668032786885245,17.0,16.361667368489954,244,17.279344858962695,17.0,16.163138061434314,1099,16.314285714285713,16.783920876839233,0.16001709644737455
DSP_101527,2025-03-06 02:22:46,Shepperton_Plant,RT_029,TRUCK_059,Family Loaf,354,STORE_185,33.0,2.0,Thursday,False,33.0,True,12.909090909090908,13.0,13.049555896309618,11,19.464285714285715,16.5,14.753485822521538,28,15.152727272727272,14.0,15.362479823598093,275,16.29872340425532,16.0,15.886955533398872,1175,17.240909090909092,16.246423114333897,0.9700037231695002
DSP_106792,2025-02-03 13:36:43,Shepperton_Plant,RT_036,TRUCK_057,Seed Loaf,348,STORE_110,37.0,13.0,Monday,False,37.0,True,8.75,7.0,9.742518497116928,4,14.0,9.0,16.508062546291065,32,16.184782608695652,16.5,16.15060664067016,276,16.6027149321267,16.0,16.15932314506169,1105,18.598425196850393,15.593786054646825,1.1800581807819586
DSP_103444,2025-03-02 16:01:24,Shepperton_Plant,RT_042,TRUCK_027,Seed Loaf,528,STORE_166,44.0,16.0,Sunday,True,44.0,True,11.083333333333334,5.5,17.946680287265767,12,12.951219512195122,9.0,17.810041015551025,41,15.51953125,15.0,16.047711014316665,256,17.02539404553415,17.0,15.792593688217352,1142,17.547511312217196,16.799993388962676,1.5745535176913619
DSP_108916,2025-01-01 16:07:11,Willowvale_Plant,RT_068,TRUCK_074,Whole Wheat,284,STORE_116,4.0,16.0,Wednesday,False,4.0,False,20.454545454545453,26.0,16.651508258194728,11,17.825,18.5,18.362290650916023,40,16.837209302325583,17.0,15.901345021873485,258,16.709871244635192,16.0,15.706717555172997,1165,16.807881773399014,16.093093560356518,-0.795862009088778
DSP_112510,2025-02-24 16:03:11,Willowvale_Plant,RT_026,TRUCK_049,Family Loaf,275,STORE_091,18.0,16.0,Monday,False,18.0,True,20.8,19.0,13.323329580518193,10,20.181818181818183,18.0,12.80482863468451,11,17.491935483870968,16.5,16.05229105332314,248,17.97945205479452,17.0,16.23431060857953,292,18.74468085106383,16.232377802007644,-0.04587626410295395
DSP_109718,2025-02-14 04:34:27,Willowvale_Plant,RT_066,TRUCK_009,Soft White,196,STORE_196,29.0,4.0,Friday,False,29.0,True,11.8,4.5,15.880106352848456,10,15.90625,16.0,15.417542114056626,32,17.21212121212121,18.0,16.619211157987305,264,17.07495429616088,18.0,16.067784529227744,1094,16.3,15.961691579720629,0.7956550179265074
DSP_103835,2025-02-17 13:24:30,Shepperton_Plant,RT_044,TRUCK_074,High Energy Brown,116,STORE_059,-2.0,13.0,Monday,False,2.0,False,16.90909090909091,23.0,18.902140330949543,11,16.529411764705884,16.5,17.27537272170407,34,15.168724279835391,15.0,15.738052310072328,243,17.620836891545686,18.0,15.925136062692012,1171,17.318181818181817,15.355334807614641,-1.2580762360584947
DSP_106302,2025-02-20 16:37:25,Shepperton_Plant,RT_063,TRUCK_028,Family Loaf,194,STORE_116,41.0,16.0,Thursday,False,41.0,True,21.9,27.0,18.716896703840156,10,18.147058823529413,20.0,15.90146239309011,34,16.62264150943396,18.0,16.786342770301662,265,16.768663594470045,17.0,15.892249455931934,1085,18.990909090909092,16.668399245769084,1.3204081918470632
DSP_113647,2025-03-19 10:14:47,Willowvale_Plant,RT_056,TRUCK_040,High Energy White,102,STORE_040,-7.0,10.0,Wednesday,False,7.0,False,22.833333333333332,23.5,16.092441289831278,6,19.464285714285715,21.0,15.500256014270745,28,16.071428571428573,14.5,16.269852066118133,266,16.86093321134492,17.0,16.327488166411,1093,17.74897119341564,16.00383312075635,-1.5464402188321487
DSP_103512,2025-06-24 04:23:44,Shepperton_Plant,RT_048,TRUCK_017,High Energy Brown,340,STORE_131,17.0,4.0,Tuesday,False,17.0,True,14.0,15.0,16.431676725154972,8,14.86111111111111,15.5,17.076554985087895,36,15.762773722627736,16.0,15.791867463747481,274,16.361061946902655,17.0,16.01097627063274,1130,15.44,15.406608044231257,0.1012552532991917
DSP_111443,2025-06-23 03:40:35,Willowvale_Plant,RT_009,TRUCK_035,Family Loaf,350,STORE_146,-8.0,3.0,Monday,False,8.0,False,19.875,20.5,16.17261795222318,8,19.393939393939394,21.0,16.213303553601044,33,16.78102189781022,16.5,15.108746383036475,274,17.19876868953386,17.0,15.66167044148716,1137,16.314285714285713,16.783920876839233,-1.4486654157097414
