batch_id,total_checks,passed,failed,sku,timestamp,batch_status,fail_rate_%
BATCH_13654,3,0,3,Seed Loaf,2025-01-13 17:41:40,FAILED,100.0
BATCH_12532,3,0,3,High Energy White,2025-01-28 11:12:19,FAILED,100.0
BATCH_17679,3,0,3,Seed Loaf,2025-04-08 13:27:21,FAILED,100.0
BATCH_13925,3,0,3,Seed Loaf,2025-01-04 08:14:19,FAILED,100.0
BATCH_17447,3,0,3,Wholegrain Brown,2025-02-15 01:42:22,FAILED,100.0
BATCH_17423,3,0,3,Family Loaf,2025-01-24 17:55:23,FAILED,100.0
BATCH_14114,3,0,3,Soft White,2025-04-12 21:59:46,FAILED,100.0
BATCH_12473,3,0,3,Seed Loaf,2025-02-21 00:30:49,FAILED,100.0
BATCH_13780,3,0,3,Soft White,2025-02-05 22:45:58,FAILED,100.0
BATCH_17351,3,0,3,High Energy Brown,2025-01-19 16:39:41,FAILED,100.0
BATCH_13275,3,0,3,Seed Loaf,2025-02-20 00:43:46,FAILED,100.0
BATCH_12476,3,0,3,High Energy White,2025-07-29 14:26:53,FAILED,100.0
BATCH_13706,3,0,3,Family Loaf,2025-02-20 05:14:03,FAILED,100.0
BATCH_17364,3,0,3,High Energy Brown,2025-02-27 21:25:45,FAILED,100.0
BATCH_17352,3,0,3,Family Loaf,2025-06-22 09:42:49,FAILED,100.0
BATCH_12384,3,0,3,High Energy White,2025-06-02 19:11:44,FAILED,100.0
BATCH_13721,3,0,3,Family Loaf,2025-04-09 21:24:51,FAILED,100.0
BATCH_13606,3,0,3,Whole Wheat,2025-02-12 05:00:04,FAILED,100.0
BATCH_17593,3,0,3,Wholegrain Brown,2025-01-21 00:50:41,FAILED,100.0
BATCH_17377,3,0,3,Wholegrain Brown,2025-01-09 06:16:46,FAILED,100.0
BATCH_12317,3,0,3,Whole Wheat,2025-02-09 02:46:09,FAILED,100.0
BATCH_13499,3,0,3,Wholegrain Brown,2025-01-26 19:13:00,FAILED,100.0
BATCH_13744,4,1,3,High Energy White,2025-04-25 10:10:26,FAILED,75.0
BATCH_12942,3,0,3,High Energy Brown,2025-03-08 23:17:45,FAILED,100.0
BATCH_13377,3,0,3,Wholegrain Brown,2025-05-19 07:36:11,FAILED,100.0
BATCH_13096,3,0,3,High Energy Brown,2025-07-18 23:37:04,FAILED,100.0
BATCH_13911,3,0,3,High Energy White,2025-03-22 00:21:23,FAILED,100.0
BATCH_12291,3,0,3,Wholegrain Brown,2025-05-24 21:09:55,FAILED,100.0
BATCH_17825,3,0,3,High Energy Brown,2025-07-10 10:56:27,FAILED,100.0
BATCH_12882,3,0,3,Family Loaf,2025-06-24 02:43:23,FAILED,100.0
BATCH_12817,3,0,3,High Energy White,2025-01-11 02:32:52,FAILED,100.0
BATCH_17829,3,0,3,High Energy Brown,2025-07-16 11:22:06,FAILED,100.0
BATCH_17465,3,0,3,High Energy Brown,2025-05-19 04:20:35,FAILED,100.0
BATCH_17277,3,0,3,High Energy Brown,2025-04-06 00:02:29,FAILED,100.0
BATCH_13533,3,0,3,Seed Loaf,2025-03-17 03:17:58,FAILED,100.0
BATCH_13238,3,0,3,High Energy White,2025-07-26 05:05:20,FAILED,100.0
BATCH_17683,3,0,3,Soft White,2025-06-03 20:50:35,FAILED,100.0
BATCH_14046,3,0,3,Wholegrain Brown,2025-07-11 21:33:38,FAILED,100.0
BATCH_12329,3,0,3,Family Loaf,2025-03-27 01:12:20,FAILED,100.0
BATCH_13305,3,0,3,Family Loaf,2025-02-13 12:54:35,FAILED,100.0
BATCH_12908,3,0,3,High Energy Brown,2025-04-23 03:07:33,FAILED,100.0
BATCH_17324,3,0,3,Seed Loaf,2025-07-15 18:55:41,FAILED,100.0
BATCH_13478,3,0,3,High Energy Brown,2025-07-17 05:48:36,FAILED,100.0
BATCH_13333,3,0,3,High Energy White,2025-07-27 15:39:26,FAILED,100.0
BATCH_12952,3,0,3,High Energy White,2025-03-23 06:38:56,FAILED,100.0
BATCH_14062,3,0,3,Whole Wheat,2025-01-15 15:38:18,FAILED,100.0
BATCH_17408,3,0,3,Family Loaf,2025-06-22 22:45:42,FAILED,100.0
BATCH_14053,3,0,3,Family Loaf,2025-04-22 09:38:25,FAILED,100.0
BATCH_12639,3,0,3,High Energy White,2025-06-22 11:57:21,FAILED,100.0
BATCH_13063,3,0,3,High Energy Brown,2025-06-08 05:51:37,FAILED,100.0
BATCH_13065,3,0,3,High Energy Brown,2025-03-20 14:22:48,FAILED,100.0
BATCH_17309,3,0,3,Seed Loaf,2025-05-24 11:07:10,FAILED,100.0
BATCH_13171,3,0,3,High Energy White,2025-05-25 17:23:53,FAILED,100.0
BATCH_13609,3,0,3,High Energy Brown,2025-01-10 06:15:01,FAILED,100.0
BATCH_13610,3,0,3,High Energy Brown,2025-02-17 11:03:32,FAILED,100.0
BATCH_12657,3,0,3,Seed Loaf,2025-01-23 02:45:05,FAILED,100.0
BATCH_13978,3,0,3,Soft White,2025-06-12 06:49:26,FAILED,100.0
BATCH_14033,3,0,3,Soft White,2025-01-20 07:25:21,FAILED,100.0
BATCH_13449,3,0,3,High Energy White,2025-07-07 23:38:47,FAILED,100.0
BATCH_13890,3,0,3,Soft White,2025-01-17 12:42:07,FAILED,100.0
BATCH_12611,3,0,3,Soft White,2025-03-24 04:49:33,FAILED,100.0
BATCH_17564,3,0,3,Family Loaf,2025-07-15 15:17:47,FAILED,100.0
BATCH_13488,3,0,3,High Energy White,2025-06-19 02:08:27,FAILED,100.0
BATCH_12082,3,0,3,Wholegrain Brown,2025-05-18 20:20:49,FAILED,100.0
BATCH_17410,3,0,3,High Energy Brown,2025-04-06 09:29:44,FAILED,100.0
BATCH_12085,3,0,3,Family Loaf,2025-06-30 11:39:34,FAILED,100.0
BATCH_13283,3,0,3,High Energy Brown,2025-06-04 00:05:47,FAILED,100.0
BATCH_17868,3,0,3,Seed Loaf,2025-01-17 04:41:38,FAILED,100.0
BATCH_13043,3,0,3,Whole Wheat,2025-05-08 20:10:15,FAILED,100.0
BATCH_12874,3,0,3,Whole Wheat,2025-04-30 01:47:31,FAILED,100.0
BATCH_13004,3,0,3,Whole Wheat,2025-03-27 02:16:47,FAILED,100.0
BATCH_14133,3,0,3,Seed Loaf,2025-03-26 12:48:13,FAILED,100.0
BATCH_13535,3,0,3,Soft White,2025-01-23 16:40:26,FAILED,100.0
BATCH_13685,3,0,3,Soft White,2025-04-27 22:41:47,FAILED,100.0
BATCH_12883,3,0,3,High Energy White,2025-03-05 22:53:53,FAILED,100.0
BATCH_12739,4,1,3,Soft White,2025-01-24 03:43:29,FAILED,75.0
BATCH_12925,3,0,3,Soft White,2025-05-03 00:41:45,FAILED,100.0
BATCH_14068,3,0,3,Wholegrain Brown,2025-07-28 09:32:33,FAILED,100.0
BATCH_17360,3,0,3,Whole Wheat,2025-07-19 07:54:50,FAILED,100.0
BATCH_12508,3,0,3,Whole Wheat,2025-03-20 00:54:31,FAILED,100.0
BATCH_17568,3,0,3,High Energy Brown,2025-01-24 23:36:11,FAILED,100.0
BATCH_17655,3,0,3,Soft White,2025-07-29 18:47:51,FAILED,100.0
BATCH_17249,3,0,3,Family Loaf,2025-04-04 15:36:03,FAILED,100.0
BATCH_12603,3,0,3,High Energy White,2025-01-02 01:36:33,FAILED,100.0
BATCH_17572,3,0,3,High Energy Brown,2025-01-14 21:25:46,FAILED,100.0
BATCH_13575,3,0,3,Wholegrain Brown,2025-05-07 11:51:24,FAILED,100.0
BATCH_17660,3,0,3,Seed Loaf,2025-05-03 18:02:15,FAILED,100.0
BATCH_13511,3,0,3,Soft White,2025-04-16 10:18:16,FAILED,100.0
BATCH_17603,3,0,3,High Energy White,2025-07-29 16:24:38,FAILED,100.0
BATCH_17662,3,0,3,Family Loaf,2025-07-02 22:36:07,FAILED,100.0
BATCH_17604,3,0,3,Seed Loaf,2025-05-03 16:18:48,FAILED,100.0
BATCH_13843,3,0,3,Wholegrain Brown,2025-01-21 18:24:51,FAILED,100.0
BATCH_13747,3,0,3,Family Loaf,2025-03-30 17:57:37,FAILED,100.0
BATCH_13661,3,0,3,Wholegrain Brown,2025-06-07 12:55:12,FAILED,100.0
BATCH_17574,3,0,3,Family Loaf,2025-05-24 04:47:08,FAILED,100.0
BATCH_12119,3,0,3,High Energy White,2025-05-02 15:54:59,FAILED,100.0
BATCH_17796,3,0,3,Family Loaf,2025-03-04 17:54:11,FAILED,100.0
BATCH_17749,3,0,3,Seed Loaf,2025-04-19 19:56:39,FAILED,100.0
BATCH_17766,3,0,3,High Energy White,2025-07-19 22:33:55,FAILED,100.0
BATCH_13211,3,0,3,Soft White,2025-07-20 15:35:40,FAILED,100.0
BATCH_12437,3,0,3,High Energy Brown,2025-07-11 22:32:02,FAILED,100.0
BATCH_17631,3,0,3,Wholegrain Brown,2025-01-18 17:38:57,FAILED,100.0
BATCH_12742,3,0,3,High Energy White,2025-04-21 12:42:45,FAILED,100.0
BATCH_12241,3,0,3,Family Loaf,2025-06-24 23:40:05,FAILED,100.0
BATCH_13623,3,0,3,Wholegrain Brown,2025-03-04 16:39:35,FAILED,100.0
BATCH_17927,3,0,3,Wholegrain Brown,2025-03-10 00:00:00,FAILED,100.0
BATCH_17928,3,0,3,Family Loaf,2025-06-25 02:07:47,FAILED,100.0
BATCH_12440,3,0,3,Whole Wheat,2025-07-24 13:52:16,FAILED,100.0
BATCH_13365,3,0,3,High Energy White,2025-02-08 15:50:16,FAILED,100.0
BATCH_12376,3,0,3,Seed Loaf,2025-02-12 17:55:05,FAILED,100.0
BATCH_17505,3,0,3,Soft White,2025-07-07 05:01:22,FAILED,100.0
BATCH_13486,4,1,3,High Energy White,2025-02-24 03:38:34,FAILED,75.0
BATCH_17538,3,0,3,Seed Loaf,2025-01-21 00:58:50,FAILED,100.0
BATCH_13403,3,0,3,High Energy White,2025-07-09 07:09:59,FAILED,100.0
BATCH_12170,3,0,3,Seed Loaf,2025-05-03 15:11:51,FAILED,100.0
BATCH_12171,3,0,3,Wholegrain Brown,2025-06-12 04:22:18,FAILED,100.0
BATCH_14260,3,0,3,High Energy Brown,2025-06-23 03:44:42,FAILED,100.0
BATCH_17243,3,0,3,Whole Wheat,2025-03-01 19:22:53,FAILED,100.0
BATCH_17224,3,0,3,Seed Loaf,2025-07-03 08:40:33,FAILED,100.0
BATCH_14316,3,0,3,Soft White,2025-02-21 15:45:58,FAILED,100.0
BATCH_14338,3,0,3,High Energy Brown,2025-01-23 16:36:24,FAILED,100.0
BATCH_14404,4,1,3,Seed Loaf,2025-01-22 20:40:06,FAILED,75.0
BATCH_14415,3,0,3,Whole Wheat,2025-07-11 07:41:49,FAILED,100.0
BATCH_14401,3,0,3,Whole Wheat,2025-03-13 09:29:23,FAILED,100.0
BATCH_17170,3,0,3,High Energy White,2025-01-12 02:12:59,FAILED,100.0
BATCH_17177,3,0,3,Seed Loaf,2025-01-01 01:47:44,FAILED,100.0
BATCH_14441,3,0,3,Soft White,2025-06-09 08:10:53,FAILED,100.0
BATCH_17160,3,0,3,Family Loaf,2025-03-01 05:09:36,FAILED,100.0
BATCH_14522,4,1,3,Whole Wheat,2025-06-10 04:00:28,FAILED,75.0
BATCH_17150,3,0,3,Family Loaf,2025-02-16 10:00:42,FAILED,100.0
BATCH_14554,3,0,3,Whole Wheat,2025-01-18 22:23:40,FAILED,100.0
BATCH_14548,3,0,3,Family Loaf,2025-03-06 07:50:05,FAILED,100.0
BATCH_14582,3,0,3,Wholegrain Brown,2025-07-30 01:28:06,FAILED,100.0
BATCH_14593,3,0,3,High Energy White,2025-03-17 04:01:43,FAILED,100.0
BATCH_14607,3,0,3,Seed Loaf,2025-01-14 20:32:42,FAILED,100.0
BATCH_14621,3,0,3,Soft White,2025-03-06 12:14:54,FAILED,100.0
BATCH_14624,3,0,3,High Energy Brown,2025-05-23 09:52:58,FAILED,100.0
BATCH_14710,3,0,3,Seed Loaf,2025-01-20 17:40:43,FAILED,100.0
BATCH_14694,3,0,3,Soft White,2025-05-08 10:23:06,FAILED,100.0
BATCH_14727,3,0,3,Family Loaf,2025-04-14 22:09:49,FAILED,100.0
BATCH_14759,3,0,3,High Energy Brown,2025-05-03 13:06:39,FAILED,100.0
BATCH_14739,3,0,3,Soft White,2025-07-05 02:33:58,FAILED,100.0
BATCH_17070,3,0,3,High Energy Brown,2025-04-16 02:29:21,FAILED,100.0
BATCH_14789,3,0,3,High Energy White,2025-07-30 05:31:45,FAILED,100.0
BATCH_14803,4,1,3,Family Loaf,2025-05-02 11:32:47,FAILED,75.0
BATCH_14870,3,0,3,Whole Wheat,2025-05-27 13:42:03,FAILED,100.0
BATCH_14871,3,0,3,High Energy White,2025-07-07 09:57:48,FAILED,100.0
BATCH_14872,4,1,3,High Energy White,2025-03-01 15:30:35,FAILED,75.0
BATCH_17011,3,0,3,Family Loaf,2025-03-26 07:09:37,FAILED,100.0
BATCH_14953,3,0,3,High Energy White,2025-01-12 18:38:01,FAILED,100.0
BATCH_16992,3,0,3,Whole Wheat,2025-07-22 00:41:22,FAILED,100.0
BATCH_16983,3,0,3,High Energy White,2025-05-18 11:18:10,FAILED,100.0
BATCH_15043,3,0,3,Wholegrain Brown,2025-01-31 00:05:16,FAILED,100.0
BATCH_15061,3,0,3,Wholegrain Brown,2025-03-03 07:23:10,FAILED,100.0
BATCH_15086,3,0,3,High Energy White,2025-07-01 04:02:36,FAILED,100.0
BATCH_15163,3,0,3,Family Loaf,2025-06-13 06:34:54,FAILED,100.0
BATCH_15140,3,0,3,Wholegrain Brown,2025-04-08 14:56:50,FAILED,100.0
BATCH_15180,3,0,3,High Energy Brown,2025-03-01 14:25:34,FAILED,100.0
BATCH_15155,3,0,3,Whole Wheat,2025-03-08 09:46:20,FAILED,100.0
BATCH_15193,3,0,3,Wholegrain Brown,2025-04-04 12:35:52,FAILED,100.0
BATCH_15197,3,0,3,Seed Loaf,2025-03-25 16:53:44,FAILED,100.0
BATCH_15188,3,0,3,Wholegrain Brown,2025-07-11 14:11:14,FAILED,100.0
BATCH_15242,3,0,3,Whole Wheat,2025-03-21 03:16:28,FAILED,100.0
BATCH_15281,3,0,3,High Energy White,2025-02-18 20:48:22,FAILED,100.0
BATCH_15285,3,0,3,High Energy White,2025-02-11 03:50:10,FAILED,100.0
BATCH_16873,3,0,3,Wholegrain Brown,2025-06-08 20:02:41,FAILED,100.0
BATCH_15315,3,0,3,High Energy Brown,2025-04-26 21:29:45,FAILED,100.0
BATCH_15339,3,0,3,High Energy White,2025-05-25 14:16:47,FAILED,100.0
BATCH_15370,3,0,3,Family Loaf,2025-04-17 18:04:42,FAILED,100.0
BATCH_15362,3,0,3,High Energy White,2025-01-21 06:02:16,FAILED,100.0
BATCH_15386,3,0,3,Wholegrain Brown,2025-07-12 02:03:24,FAILED,100.0
BATCH_15449,3,0,3,Soft White,2025-05-17 01:47:58,FAILED,100.0
BATCH_15484,3,0,3,High Energy Brown,2025-06-04 12:23:18,FAILED,100.0
BATCH_15463,3,0,3,Family Loaf,2025-05-06 15:08:40,FAILED,100.0
BATCH_15516,3,0,3,Family Loaf,2025-05-15 15:45:13,FAILED,100.0
BATCH_15525,3,0,3,Wholegrain Brown,2025-05-23 14:20:22,FAILED,100.0
BATCH_15530,3,0,3,Seed Loaf,2025-02-09 23:06:54,FAILED,100.0
BATCH_15534,3,0,3,High Energy White,2025-02-03 11:18:32,FAILED,100.0
BATCH_15614,3,0,3,High Energy White,2025-03-30 14:48:15,FAILED,100.0
BATCH_16778,3,0,3,High Energy Brown,2025-03-29 11:11:05,FAILED,100.0
BATCH_16779,3,0,3,High Energy Brown,2025-01-03 16:16:54,FAILED,100.0
BATCH_15618,3,0,3,Soft White,2025-07-28 13:59:36,FAILED,100.0
BATCH_15657,3,0,3,Wholegrain Brown,2025-06-11 01:24:31,FAILED,100.0
BATCH_15674,3,0,3,Soft White,2025-02-01 19:53:45,FAILED,100.0
BATCH_16752,3,0,3,High Energy White,2025-07-02 08:17:46,FAILED,100.0
BATCH_16763,3,0,3,Seed Loaf,2025-01-29 05:06:27,FAILED,100.0
BATCH_15688,3,0,3,Whole Wheat,2025-03-29 16:28:46,FAILED,100.0
BATCH_16739,3,0,3,Wholegrain Brown,2025-04-20 17:47:03,FAILED,100.0
BATCH_16723,4,1,3,High Energy White,2025-06-11 05:22:45,FAILED,75.0
BATCH_16729,3,0,3,High Energy White,2025-06-26 15:18:46,FAILED,100.0
BATCH_15746,3,0,3,Seed Loaf,2025-01-12 09:40:57,FAILED,100.0
BATCH_16721,3,0,3,Wholegrain Brown,2025-07-13 14:23:10,FAILED,100.0
BATCH_15777,3,0,3,High Energy White,2025-01-23 13:38:22,FAILED,100.0
BATCH_16719,3,0,3,Seed Loaf,2025-01-06 06:30:33,FAILED,100.0
BATCH_15850,3,0,3,Seed Loaf,2025-04-28 00:33:27,FAILED,100.0
BATCH_15853,3,0,3,Whole Wheat,2025-06-26 11:56:58,FAILED,100.0
BATCH_15873,3,0,3,Seed Loaf,2025-06-06 13:53:54,FAILED,100.0
BATCH_15881,3,0,3,Family Loaf,2025-01-03 17:51:08,FAILED,100.0
BATCH_15930,3,0,3,Wholegrain Brown,2025-05-25 16:35:40,FAILED,100.0
BATCH_15935,3,0,3,Seed Loaf,2025-03-31 11:18:22,FAILED,100.0
BATCH_15975,3,0,3,Seed Loaf,2025-03-07 17:38:07,FAILED,100.0
BATCH_15968,3,0,3,Wholegrain Brown,2025-03-07 18:51:00,FAILED,100.0
BATCH_15996,3,0,3,Seed Loaf,2025-02-08 06:13:30,FAILED,100.0
BATCH_16633,3,0,3,High Energy Brown,2025-06-16 13:22:34,FAILED,100.0
BATCH_16032,3,0,3,Soft White,2025-03-23 00:57:17,FAILED,100.0
BATCH_16041,3,0,3,High Energy Brown,2025-02-10 21:01:14,FAILED,100.0
BATCH_16086,3,0,3,High Energy Brown,2025-06-13 15:38:02,FAILED,100.0
BATCH_16090,3,0,3,Whole Wheat,2025-02-08 19:10:14,FAILED,100.0
BATCH_16067,3,0,3,Wholegrain Brown,2025-01-14 10:15:52,FAILED,100.0
BATCH_16599,3,0,3,High Energy Brown,2025-01-10 06:32:05,FAILED,100.0
BATCH_16585,3,0,3,Soft White,2025-03-21 20:13:30,FAILED,100.0
BATCH_16135,3,0,3,High Energy Brown,2025-06-08 11:38:10,FAILED,100.0
BATCH_16190,3,0,3,Family Loaf,2025-01-28 08:20:54,FAILED,100.0
BATCH_16177,3,0,3,Wholegrain Brown,2025-04-05 22:30:37,FAILED,100.0
BATCH_16185,3,0,3,Whole Wheat,2025-07-25 20:35:39,FAILED,100.0
BATCH_16547,3,0,3,Whole Wheat,2025-01-05 16:55:47,FAILED,100.0
BATCH_16230,3,0,3,Whole Wheat,2025-03-31 21:27:04,FAILED,100.0
BATCH_12044,3,0,3,Soft White,2025-02-18 02:14:59,FAILED,100.0
BATCH_16259,3,0,3,High Energy White,2025-07-22 22:21:35,FAILED,100.0
BATCH_16289,3,0,3,Whole Wheat,2025-07-24 16:53:46,FAILED,100.0
BATCH_16334,3,0,3,Seed Loaf,2025-02-23 01:41:55,FAILED,100.0
BATCH_16311,3,0,3,Whole Wheat,2025-03-05 08:27:40,FAILED,100.0
BATCH_16436,3,0,3,Whole Wheat,2025-03-03 23:19:02,FAILED,100.0
BATCH_16437,3,0,3,Wholegrain Brown,2025-01-14 20:18:31,FAILED,100.0
BATCH_16447,3,0,3,WholegrainBrown,2025-05-13 01:16:39,FAILED,100.0
BATCH_16416,3,0,3,Soft White,2025-07-22 02:42:34,FAILED,100.0
BATCH_12996,3,1,2,Family Loaf,2025-04-13 13:22:15,FAILED,66.67
BATCH_13839,3,1,2,Wholegrain Brown,2025-02-11 14:20:58,FAILED,66.67
BATCH_12999,3,1,2,High Energy Brown,2025-06-24 19:51:41,FAILED,66.67
BATCH_13519,3,1,2,Wholegrain Brown,2025-02-21 10:22:58,FAILED,66.67
BATCH_12174,3,1,2,Wholegrain Brown,2025-03-19 01:58:28,FAILED,66.67
BATCH_17472,3,1,2,Family Loaf,2025-01-20 04:23:07,FAILED,66.67
BATCH_13002,3,1,2,Family Loaf,2025-04-18 12:08:13,FAILED,66.67
BATCH_13808,3,1,2,Family Loaf,2025-06-20 09:41:32,FAILED,66.67
BATCH_12146,3,1,2,High Energy Brown,2025-06-19 17:39:35,FAILED,66.67
BATCH_17632,3,1,2,High Energy White,2025-01-10 01:39:26,FAILED,66.67
BATCH_17633,3,1,2,Seed Loaf,2025-05-11 18:51:07,FAILED,66.67
BATCH_17634,3,1,2,Wholegrain Brown,2025-03-29 22:11:53,FAILED,66.67
BATCH_12151,3,1,2,Seed Loaf,2025-03-30 14:21:49,FAILED,66.67
BATCH_13547,3,1,2,High Energy Brown,2025-03-25 06:54:02,FAILED,66.67
BATCH_12155,3,1,2,Family Loaf,2025-06-28 11:37:20,FAILED,66.67
BATCH_12156,3,1,2,Family Loaf,2025-02-27 11:10:50,FAILED,66.67
BATCH_12158,3,1,2,Seed Loaf,2025-01-03 14:34:41,FAILED,66.67
BATCH_12179,3,1,2,Soft White,2025-04-24 08:11:52,FAILED,66.67
BATCH_17637,3,1,2,High Energy Brown,2025-07-10 02:22:43,FAILED,66.67
BATCH_12185,3,1,2,Seed Loaf,2025-02-17 20:41:54,FAILED,66.67
BATCH_12186,3,1,2,High Energy White,2025-01-11 12:58:01,FAILED,66.67
BATCH_17639,3,1,2,Seed Loaf,2025-01-10 00:25:05,FAILED,66.67
BATCH_12188,3,1,2,Whole Wheat,2025-05-04 20:23:15,FAILED,66.67
BATCH_13549,3,1,2,High Energy White,2025-06-08 06:57:06,FAILED,66.67
BATCH_12160,3,1,2,Whole Wheat,2025-03-31 12:21:42,FAILED,66.67
BATCH_12162,3,1,2,Seed Loaf,2025-04-11 05:02:24,FAILED,66.67
BATCH_17641,3,1,2,Family Loaf,2025-07-16 17:32:22,FAILED,66.67
BATCH_14228,3,1,2,High Energy Brown,2025-02-28 04:40:35,FAILED,66.67
BATCH_12166,3,1,2,Whole Wheat,2025-03-05 09:40:47,FAILED,66.67
BATCH_14251,3,1,2,High Energy Brown,2025-03-04 12:54:12,FAILED,66.67
BATCH_14013,3,1,2,Whole Wheat,2025-03-03 09:19:03,FAILED,66.67
BATCH_12169,3,1,2,Family Loaf,2025-07-09 06:03:54,FAILED,66.67
BATCH_12206,3,1,2,Soft White,2025-02-20 06:02:27,FAILED,66.67
BATCH_12207,3,1,2,Soft White,2025-05-30 23:02:08,FAILED,66.67
BATCH_13525,3,1,2,Soft White,2025-06-07 11:57:31,FAILED,66.67
BATCH_14140,3,1,2,Family Loaf,2025-01-29 23:43:14,FAILED,66.67
BATCH_13527,3,1,2,Wholegrain Brown,2025-03-06 02:22:46,FAILED,66.67
BATCH_17908,3,1,2,Family Loaf,2025-02-20 09:34:49,FAILED,66.67
BATCH_13047,3,1,2,High Energy Brown,2025-01-04 17:41:58,FAILED,66.67
BATCH_17911,3,1,2,High Energy Brown,2025-01-12 07:48:54,FAILED,66.67
BATCH_13528,3,1,2,Wholegrain Brown,2025-05-21 07:29:08,FAILED,66.67
BATCH_13049,3,1,2,Whole Wheat,2025-04-22 23:33:13,FAILED,66.67
BATCH_13529,3,1,2,High Energy Brown,2025-01-05 11:47:56,FAILED,66.67
BATCH_13053,3,1,2,High Energy White,2025-05-18 11:34:34,FAILED,66.67
BATCH_17918,3,1,2,Soft White,2025-03-31 09:17:27,FAILED,66.67
BATCH_17919,3,1,2,Whole Wheat,2025-03-17 16:59:33,FAILED,66.67
BATCH_13815,3,1,2,Family Loaf,2025-03-03 11:24:59,FAILED,66.67
BATCH_12178,3,1,2,Wholegrain Brown,2025-03-15 01:55:27,FAILED,66.67
BATCH_12213,3,1,2,Wholegrain Brown,2025-06-03 17:14:48,FAILED,66.67
BATCH_14015,3,1,2,Soft White,2025-03-05 14:59:51,FAILED,66.67
BATCH_14110,3,1,2,Seed Loaf,2025-01-23 09:31:30,FAILED,66.67
BATCH_13027,3,1,2,High Energy White,2025-01-20 17:40:15,FAILED,66.67
BATCH_13557,3,1,2,High Energy White,2025-04-07 18:42:15,FAILED,66.67
BATCH_13558,3,1,2,Wholegrain Brown,2025-06-12 14:16:43,FAILED,66.67
BATCH_12194,3,1,2,Seed Loaf,2025-07-09 15:36:42,FAILED,66.67
BATCH_14171,3,1,2,Soft White,2025-04-02 01:29:51,FAILED,66.67
BATCH_12196,3,1,2,High Energy White,2025-07-23 17:43:52,FAILED,66.67
BATCH_12197,3,1,2,Soft White,2025-05-21 02:44:38,FAILED,66.67
BATCH_14081,3,1,2,Family Loaf,2025-01-01 08:15:25,FAILED,66.67
BATCH_13561,3,1,2,Whole Wheat,2025-05-29 02:34:39,FAILED,66.67
BATCH_17268,3,1,2,High Energy White,2025-07-22 00:12:33,FAILED,66.67
BATCH_13060,3,1,2,Seed Loaf,2025-03-22 08:55:21,FAILED,66.67
BATCH_13062,3,1,2,Whole Wheat,2025-06-13 20:36:38,FAILED,66.67
BATCH_17889,3,1,2,High Energy Brown,2025-06-12 04:24:34,FAILED,66.67
BATCH_13066,3,1,2,Soft White,2025-02-13 09:59:58,FAILED,66.67
BATCH_17891,3,1,2,Wholegrain Brown,2025-04-18 17:53:59,FAILED,66.67
BATCH_13822,3,1,2,Soft White,2025-07-17 18:33:11,FAILED,66.67
BATCH_17894,3,1,2,Whole Wheat,2025-01-15 22:35:06,FAILED,66.67
